"","Maximum","Mean","Median"
0,4658.01666666667,891.309004946728,161.933333333333
1,4780.1,955.762471461187,238.483333333333
2,4896.2,1091.48570776256,391.733333333333
3,5569.91666666667,1376.18440829528,714.283333333333
4,6291.36934830471,1896.48931795601,1336.34262577516
5,6971.10657466567,2381.84756092188,1870.95381462941
6,7402.87792549699,2792.00161901418,2426.30038079243
7,8344.1133784203,3284.07174505321,3007.54312273247
8,9378.46570889388,3998.29278375438,3939.30460010964
9,10999.8421970403,5116.93822980915,5426.70582831013
