"","Maximum","Mean","Median"
0,4740.43333333333,950.516972983257,209.216666666667
1,5169.75188449529,1168.6464424107,485.187639172252
2,5421.05369065361,1429.42831745086,813.66788592315
3,6074.50447139889,1860.90687760187,1353.23665201135
4,7488.90040540172,2328.94975977726,1890.07878568246
5,7936.59436330146,2823.88375158393,2469.61308994923
6,9621.29267828862,3559.04978122333,3394.80896588698
7,11996.676668824,4402.90696599143,4178.91782405751
8,15473.4579766677,5540.56878383053,5192.84689948362
9,21955.8282459116,7296.30145241916,6824.06171639579
