"","Maximum","Mean","Median"
0,996.286666666665,226.887849315069,174.055
1,1120.65333333333,261.086323439878,208.176666666667
2,1330.72,358.560931506849,292.1
3,1818.76,564.719084094368,488.938333333333
4,2623.482545593,902.664005391761,802.51095770322
5,3272.09486349625,1233.95151599383,1109.41378847986
6,4181.94195055922,1514.73298057603,1321.22103210838
7,4493.11976726074,1713.1826551846,1563.18911301524
8,4994.47092013032,2017.57698257513,1863.41265254682
9,6199.00464222288,2463.60597848336,2285.20307973114
