"","Maximum","Mean","Median"
0,4807.01666666667,1004.20329528158,303.616666666667
1,5480.14744718632,1317.86074915739,641.810177221676
2,5917.64258963705,1736.80893093109,1106.23305100204
3,7011.3125395178,2443.0836098925,1965.32403861011
4,8089.54503821673,3222.09445717856,3003.13279866258
5,9688.37443075714,4293.25821059632,4468.8759571599
6,11766.5583354705,5513.8150173488,6041.41868080477
7,13935.3387718225,6525.83953893754,6890.87732694323
8,14935.7281618651,7025.09909191795,7098.39297919861
9,15432.2176711651,7408.71633016938,7445.31964873631
