"","Maximum","Mean","Median"
0,1110.53666666667,351.88675913242,302.146666666667
1,1778.3325304876,665.544213008231,623.884173063685
2,2870.4707277639,1084.49239478193,1034.59716005875
3,4448.9940298363,1790.76707374333,1733.24637552046
4,6317.59585685528,2569.7779210294,2364.98452981054
5,8852.39760022881,3640.94167444716,3464.61456416469
6,12002.7603456931,4861.49848119963,4595.21265395976
7,14339.4487718225,5873.52300278838,5368.15284864354
8,15337.5838717591,6372.78255576879,6111.90077980814
9,15836.3276711651,6756.39979402022,6627.3607374061
