"","Maximum","Mean","Median"
0,939.286666666665,238.992468797565,185.318333333333
1,1017.53666666667,303.445935312024,250.591666666667
2,1304.39,439.169171613394,386.291666666667
3,2090.02666666667,723.867872146119,662.17
4,3277.99288651484,1244.17278180685,1178.28949819295
5,4319.99244654564,1729.53102477272,1629.15971672053
6,5305.01078006905,2139.68508286502,2056.85459752703
7,6508.01830773152,2631.75520890405,2516.81713479412
8,8304.42006037921,3345.97624760522,3241.99098351575
9,11066.9102905779,4464.62169365999,4228.04576497645
