"","Maximum","Mean","Median"
0,4840.53333333333,1011.34127853881,286.066666666667
1,5198.62074121813,1293.6025135288,620.671634448757
2,5963.5482009918,1742.92679364413,1163.94666037022
3,6682.75222348852,2413.67025645779,1953.36310736492
4,8767.75176439967,3320.31397201014,3069.50171668216
5,10409.1374588853,4422.83717340168,4712.36244901444
6,14757.5531741474,5853.06627787164,6422.05313849287
7,15709.8296255074,7272.18691834593,7811.94628715035
8,22713.0781846881,8754.01404230057,9315.68712578928
9,26858.050169381,10614.9053294032,11124.9218523784
