"","Maximum","Mean","Median"
0,5088.50169281801,1113.52037578328,418.233211001029
1,5656.90028923664,1430.48984873962,828.225287715335
2,6394.33124403376,1950.3648966087,1378.16702966
3,7894.80568610507,2619.71524170699,2247.01851566142
4,12193.9360579727,3589.31482175781,3250.6341234227
5,14923.9617791717,4762.61827812815,4293.67010763073
6,19537.2130352438,6532.68365745297,6385.01895414186
7,27467.4114123624,8900.1667524126,9122.45690685621
8,37984.9274660176,11019.9598401215,11030.9611065041
9,41714.0620313113,13023.2803600717,13532.2697219161
