"","Maximum","Mean","Median"
0,940.919999999998,241.562818873668,188.551666666667
1,1027.36,298.851403348554,240.15
2,1312.21,428.389354261796,386.245
3,1926.26,732.504110730594,683.131666666667
4,3324.45333333333,1187.70448173516,1101.59
5,4250.23666666667,1629.62891856925,1520.51333333333
6,5095.46,1914.91344292237,1786.06833333333
7,5721.88666666667,2058.7983173516,1923.36666666667
8,5529.74333333333,2092.80288356164,1972.69833333333
9,5331.19333333333,2103.82068607306,2025.27333333333
