"community","month","min","mean","max"
"Gitaraga",1,0,171.08064516129,748
"Gitaraga",2,0,183.002976190476,806
"Gitaraga",3,0,209.170698924731,861
"Gitaraga",4,0,200.0625,1008
"Gitaraga",5,0,237.961021505376,1000
"Gitaraga",6,0,220.740277777778,989
"Gitaraga",7,0,253.329301075269,1027
"Gitaraga",8,0,258.506720430108,1034
"Gitaraga",9,0,222.388888888889,929
"Gitaraga",10,0,181.329301075269,889
"Gitaraga",11,0,159.708333333333,719
"Gitaraga",12,0,156.737903225806,648
