"community","month","min","mean","max"
"Bhinjpur",1,0,246.83064516129,1040
"Bhinjpur",2,0,275.266369047619,1075
"Bhinjpur",3,0,289.728494623656,1090
"Bhinjpur",4,0,298.619444444444,1103
"Bhinjpur",5,0,295.565860215054,1040
"Bhinjpur",6,0,247.129166666667,979
"Bhinjpur",7,0,209.237903225806,954
"Bhinjpur",8,0,184.780913978495,946
"Bhinjpur",9,0,209.563888888889,976
"Bhinjpur",10,0,224.477150537634,1006
"Bhinjpur",11,0,246.538888888889,986
"Bhinjpur",12,0,218.450268817204,972
