"month","day","day_of_year","weekday_status","hour","load"
4,7,97,0,20,24
4,7,97,0,21,24
4,7,97,0,22,24
4,7,97,0,23,24
4,8,98,1,0,24
4,8,98,1,1,24
4,8,98,1,2,24
4,8,98,1,3,24
4,8,98,1,4,0
4,8,98,1,5,0
4,8,98,1,6,0
4,8,98,1,7,0
4,8,98,1,8,0
4,8,98,1,9,0
4,8,98,1,10,24
4,8,98,1,11,24
4,8,98,1,12,24
4,8,98,1,13,24
4,8,98,1,14,24
4,8,98,1,15,24
4,8,98,1,16,0
4,8,98,1,17,0
4,8,98,1,18,0
4,8,98,1,19,24
4,8,98,1,20,24
4,8,98,1,21,24
4,8,98,1,22,24
4,8,98,1,23,24
4,9,99,1,0,24
4,9,99,1,1,24
4,9,99,1,2,24
4,9,99,1,3,24
4,9,99,1,4,0
4,9,99,1,5,0
4,9,99,1,6,0
4,9,99,1,7,0
4,9,99,1,8,0
4,9,99,1,9,0
4,9,99,1,10,24
4,9,99,1,11,24
4,9,99,1,12,24
4,9,99,1,13,24
4,9,99,1,14,24
4,9,99,1,15,24
4,9,99,1,16,0
4,9,99,1,17,0
4,9,99,1,18,0
4,9,99,1,19,24
4,9,99,1,20,24
4,9,99,1,21,24
4,9,99,1,22,24
4,9,99,1,23,24
4,10,100,1,0,24
4,10,100,1,1,24
4,10,100,1,2,24
4,10,100,1,3,24
4,10,100,1,4,0
4,10,100,1,5,0
4,10,100,1,6,0
4,10,100,1,7,0
4,10,100,1,8,0
4,10,100,1,9,0
4,10,100,1,10,24
4,10,100,1,11,24
4,10,100,1,12,24
4,10,100,1,13,24
4,10,100,1,14,24
4,10,100,1,15,24
4,10,100,1,16,0
4,10,100,1,17,0
4,10,100,1,18,0
4,10,100,1,19,24
4,10,100,1,20,24
4,10,100,1,21,24
4,10,100,1,22,24
4,10,100,1,23,24
4,11,101,1,0,24
4,11,101,1,1,24
4,11,101,1,2,24
4,11,101,1,3,24
4,11,101,1,4,0
4,11,101,1,5,0
4,11,101,1,6,0
4,11,101,1,7,0
4,11,101,1,8,0
4,11,101,1,9,0
4,11,101,1,10,24
4,11,101,1,11,24
4,11,101,1,12,24
4,11,101,1,13,24
4,11,101,1,14,24
4,11,101,1,15,24
4,11,101,1,16,0
4,11,101,1,17,0
4,11,101,1,18,0
4,11,101,1,19,24
4,11,101,1,20,24
4,11,101,1,21,24
4,11,101,1,22,24
4,11,101,1,23,24
4,12,102,1,0,24
4,12,102,1,1,24
4,12,102,1,2,24
4,12,102,1,3,24
4,12,102,1,4,0
4,12,102,1,5,0
4,12,102,1,6,0
4,12,102,1,7,0
4,12,102,1,8,0
4,12,102,1,9,0
4,12,102,1,10,24
4,12,102,1,11,24
4,12,102,1,12,24
4,12,102,1,13,24
4,12,102,1,14,24
4,12,102,1,15,24
4,12,102,1,16,0
4,12,102,1,17,0
4,12,102,1,18,0
4,12,102,1,19,24
4,12,102,1,20,24
4,12,102,1,21,24
4,12,102,1,22,24
4,12,102,1,23,24
4,13,103,0,0,24
4,13,103,0,1,24
4,13,103,0,2,24
4,13,103,0,3,24
4,13,103,0,4,0
4,13,103,0,5,0
4,13,103,0,6,0
4,13,103,0,7,0
4,13,103,0,8,0
4,13,103,0,9,0
4,13,103,0,10,24
4,13,103,0,11,24
4,13,103,0,12,24
4,13,103,0,13,24
4,13,103,0,14,24
4,13,103,0,15,24
4,13,103,0,16,0
4,13,103,0,17,0
4,13,103,0,18,0
4,13,103,0,19,24
4,13,103,0,20,24
4,13,103,0,21,24
4,13,103,0,22,24
4,13,103,0,23,24
4,14,104,0,0,24
4,14,104,0,1,24
4,14,104,0,2,24
4,14,104,0,3,24
4,14,104,0,4,0
4,14,104,0,5,0
4,14,104,0,6,0
4,14,104,0,7,0
4,14,104,0,8,0
4,14,104,0,9,0
4,14,104,0,10,24
4,14,104,0,11,24
4,14,104,0,12,24
4,14,104,0,13,24
4,14,104,0,14,24
4,14,104,0,15,24
4,14,104,0,16,0
4,14,104,0,17,0
4,14,104,0,18,0
4,14,104,0,19,24
4,14,104,0,20,24
4,14,104,0,21,24
4,14,104,0,22,24
4,14,104,0,23,24
4,15,105,1,0,24
4,15,105,1,1,24
4,15,105,1,2,24
4,15,105,1,3,24
4,15,105,1,4,0
4,15,105,1,5,0
4,15,105,1,6,0
4,15,105,1,7,0
4,15,105,1,8,0
4,15,105,1,9,0
4,15,105,1,10,24
4,15,105,1,11,24
4,15,105,1,12,24
4,15,105,1,13,24
4,15,105,1,14,24
4,15,105,1,15,24
4,15,105,1,16,0
4,15,105,1,17,0
4,15,105,1,18,0
4,15,105,1,19,24
4,15,105,1,20,24
4,15,105,1,21,24
4,15,105,1,22,24
4,15,105,1,23,24
4,16,106,1,0,24
4,16,106,1,1,24
4,16,106,1,2,24
4,16,106,1,3,24
4,16,106,1,4,0
4,16,106,1,5,0
4,16,106,1,6,0
4,16,106,1,7,0
4,16,106,1,8,0
4,16,106,1,9,0
4,16,106,1,10,24
4,16,106,1,11,24
4,16,106,1,12,24
4,16,106,1,13,24
4,16,106,1,14,24
4,16,106,1,15,24
4,16,106,1,16,0
4,16,106,1,17,0
4,16,106,1,18,0
4,16,106,1,19,24
4,16,106,1,20,24
4,16,106,1,21,24
4,16,106,1,22,24
4,16,106,1,23,24
4,17,107,1,0,24
4,17,107,1,1,24
4,17,107,1,2,24
4,17,107,1,3,24
4,17,107,1,4,0
4,17,107,1,5,0
4,17,107,1,6,0
4,17,107,1,7,0
4,17,107,1,8,0
4,17,107,1,9,0
4,17,107,1,10,24
4,17,107,1,11,24
4,17,107,1,12,24
4,17,107,1,13,24
4,17,107,1,14,24
4,17,107,1,15,24
4,17,107,1,16,0
4,17,107,1,17,0
4,17,107,1,18,0
4,17,107,1,19,24
4,17,107,1,20,24
4,17,107,1,21,24
4,17,107,1,22,24
4,17,107,1,23,24
4,18,108,1,0,24
4,18,108,1,1,24
4,18,108,1,2,24
4,18,108,1,3,24
4,18,108,1,4,0
4,18,108,1,5,0
4,18,108,1,6,0
4,18,108,1,7,0
4,18,108,1,8,0
4,18,108,1,9,0
4,18,108,1,10,24
4,18,108,1,11,24
4,18,108,1,12,24
4,18,108,1,13,24
4,18,108,1,14,24
4,18,108,1,15,24
4,18,108,1,16,0
4,18,108,1,17,0
4,18,108,1,18,0
4,18,108,1,19,24
4,18,108,1,20,24
4,18,108,1,21,24
4,18,108,1,22,24
4,18,108,1,23,24
4,19,109,1,0,24
4,19,109,1,1,24
4,19,109,1,2,24
4,19,109,1,3,24
4,19,109,1,4,0
4,19,109,1,5,0
4,19,109,1,6,0
4,19,109,1,7,0
4,19,109,1,8,0
4,19,109,1,9,0
4,19,109,1,10,24
4,19,109,1,11,24
4,19,109,1,12,24
4,19,109,1,13,24
4,19,109,1,14,24
4,19,109,1,15,24
4,19,109,1,16,0
4,19,109,1,17,0
4,19,109,1,18,0
4,19,109,1,19,24
4,19,109,1,20,24
4,19,109,1,21,24
4,19,109,1,22,24
4,19,109,1,23,24
4,20,110,0,0,24
4,20,110,0,1,24
4,20,110,0,2,24
4,20,110,0,3,24
4,20,110,0,4,0
4,20,110,0,5,0
4,20,110,0,6,0
4,20,110,0,7,0
4,20,110,0,8,0
4,20,110,0,9,0
4,20,110,0,10,24
4,20,110,0,11,24
4,20,110,0,12,24
4,20,110,0,13,24
4,20,110,0,14,24
4,20,110,0,15,24
4,20,110,0,16,0
4,20,110,0,17,0
4,20,110,0,18,0
4,20,110,0,19,24
4,20,110,0,20,24
4,20,110,0,21,24
4,20,110,0,22,24
4,20,110,0,23,24
4,21,111,0,0,24
4,21,111,0,1,24
4,21,111,0,2,24
4,21,111,0,3,24
4,21,111,0,4,0
4,21,111,0,5,0
4,21,111,0,6,0
4,21,111,0,7,0
4,21,111,0,8,0
4,21,111,0,9,0
4,21,111,0,10,24
4,21,111,0,11,24
4,21,111,0,12,24
4,21,111,0,13,24
4,21,111,0,14,24
4,21,111,0,15,24
4,21,111,0,16,0
4,21,111,0,17,0
4,21,111,0,18,0
4,21,111,0,19,24
4,21,111,0,20,24
4,21,111,0,21,24
4,21,111,0,22,24
4,21,111,0,23,24
4,22,112,1,0,24
4,22,112,1,1,24
4,22,112,1,2,24
4,22,112,1,3,24
4,22,112,1,4,0
4,22,112,1,5,0
4,22,112,1,6,0
4,22,112,1,7,0
4,22,112,1,8,0
4,22,112,1,9,0
4,22,112,1,10,24
4,22,112,1,11,24
4,22,112,1,12,24
4,22,112,1,13,24
4,22,112,1,14,24
4,22,112,1,15,24
4,22,112,1,16,0
4,22,112,1,17,0
4,22,112,1,18,0
4,22,112,1,19,24
4,22,112,1,20,24
4,22,112,1,21,24
4,22,112,1,22,24
4,22,112,1,23,24
4,23,113,1,0,24
4,23,113,1,1,24
4,23,113,1,2,24
4,23,113,1,3,24
4,23,113,1,4,0
4,23,113,1,5,0
4,23,113,1,6,0
4,23,113,1,7,0
4,23,113,1,8,0
4,23,113,1,9,0
4,23,113,1,10,24
4,23,113,1,11,24
4,23,113,1,12,24
4,23,113,1,13,24
4,23,113,1,14,24
4,23,113,1,15,24
4,23,113,1,16,0
4,23,113,1,17,0
4,23,113,1,18,0
4,23,113,1,19,24
4,23,113,1,20,24
4,23,113,1,21,24
4,23,113,1,22,24
4,23,113,1,23,24
4,24,114,1,0,24
4,24,114,1,1,24
4,24,114,1,2,24
4,24,114,1,3,24
4,24,114,1,4,0
4,24,114,1,5,0
4,24,114,1,6,0
4,24,114,1,7,0
4,24,114,1,8,0
4,24,114,1,9,0
4,24,114,1,10,24
4,24,114,1,11,24
4,24,114,1,12,24
4,24,114,1,13,24
4,24,114,1,14,24
4,24,114,1,15,24
4,24,114,1,16,0
4,24,114,1,17,0
4,24,114,1,18,0
4,24,114,1,19,24
4,24,114,1,20,24
4,24,114,1,21,24
4,24,114,1,22,24
4,24,114,1,23,24
4,25,115,1,0,24
4,25,115,1,1,24
4,25,115,1,2,24
4,25,115,1,3,24
4,25,115,1,4,0
4,25,115,1,5,0
4,25,115,1,6,0
4,25,115,1,7,0
4,25,115,1,8,0
4,25,115,1,9,0
4,25,115,1,10,24
4,25,115,1,11,24
4,25,115,1,12,24
4,25,115,1,13,24
4,25,115,1,14,24
4,25,115,1,15,24
4,25,115,1,16,0
4,25,115,1,17,0
4,25,115,1,18,0
4,25,115,1,19,24
4,25,115,1,20,24
4,25,115,1,21,24
4,25,115,1,22,24
4,25,115,1,23,24
4,26,116,1,0,24
4,26,116,1,1,24
4,26,116,1,2,24
4,26,116,1,3,24
4,26,116,1,4,0
4,26,116,1,5,0
4,26,116,1,6,0
4,26,116,1,7,0
4,26,116,1,8,0
4,26,116,1,9,0
4,26,116,1,10,24
4,26,116,1,11,24
4,26,116,1,12,24
4,26,116,1,13,24
4,26,116,1,14,24
4,26,116,1,15,24
4,26,116,1,16,0
4,26,116,1,17,0
4,26,116,1,18,0
4,26,116,1,19,24
4,26,116,1,20,24
4,26,116,1,21,24
4,26,116,1,22,24
4,26,116,1,23,24
4,27,117,0,0,24
4,27,117,0,1,24
4,27,117,0,2,24
4,27,117,0,3,24
4,27,117,0,4,0
4,27,117,0,5,0
4,27,117,0,6,0
4,27,117,0,7,0
4,27,117,0,8,0
4,27,117,0,9,0
4,27,117,0,10,24
4,27,117,0,11,24
4,27,117,0,12,24
4,27,117,0,13,24
4,27,117,0,14,24
4,27,117,0,15,24
4,27,117,0,16,0
4,27,117,0,17,0
4,27,117,0,18,0
4,27,117,0,19,24
4,27,117,0,20,24
4,27,117,0,21,24
4,27,117,0,22,24
4,27,117,0,23,24
4,28,118,0,0,24
4,28,118,0,1,24
4,28,118,0,2,24
4,28,118,0,3,24
4,28,118,0,4,0
4,28,118,0,5,0
4,28,118,0,6,0
4,28,118,0,7,0
4,28,118,0,8,0
4,28,118,0,9,0
4,28,118,0,10,24
4,28,118,0,11,24
4,28,118,0,12,24
4,28,118,0,13,24
4,28,118,0,14,24
4,28,118,0,15,24
4,28,118,0,16,0
4,28,118,0,17,0
4,28,118,0,18,0
4,28,118,0,19,24
4,28,118,0,20,24
4,28,118,0,21,24
4,28,118,0,22,24
4,28,118,0,23,24
4,29,119,1,0,24
4,29,119,1,1,24
4,29,119,1,2,24
4,29,119,1,3,24
4,29,119,1,4,0
4,29,119,1,5,0
4,29,119,1,6,0
4,29,119,1,7,0
4,29,119,1,8,0
4,29,119,1,9,0
4,29,119,1,10,24
4,29,119,1,11,24
4,29,119,1,12,24
4,29,119,1,13,24
4,29,119,1,14,24
4,29,119,1,15,24
4,29,119,1,16,0
4,29,119,1,17,0
4,29,119,1,18,0
4,29,119,1,19,24
4,29,119,1,20,24
4,29,119,1,21,24
4,29,119,1,22,24
4,29,119,1,23,24
4,30,120,1,0,24
4,30,120,1,1,24
4,30,120,1,2,24
4,30,120,1,3,24
4,30,120,1,4,0
4,30,120,1,5,0
4,30,120,1,6,0
4,30,120,1,7,0
4,30,120,1,8,0
4,30,120,1,9,0
4,30,120,1,10,24
4,30,120,1,11,24
4,30,120,1,12,24
4,30,120,1,13,24
4,30,120,1,14,24
4,30,120,1,15,24
4,30,120,1,16,0
4,30,120,1,17,0
4,30,120,1,18,0
4,30,120,1,19,24
4,30,120,1,20,24
4,30,120,1,21,24
4,30,120,1,22,24
4,30,120,1,23,24
5,1,121,1,0,24
5,1,121,1,1,24
5,1,121,1,2,24
5,1,121,1,3,24
5,1,121,1,4,0
5,1,121,1,5,0
5,1,121,1,6,0
5,1,121,1,7,0
5,1,121,1,8,0
5,1,121,1,9,0
5,1,121,1,10,24
5,1,121,1,11,24
5,1,121,1,12,24
5,1,121,1,13,24
5,1,121,1,14,24
5,1,121,1,15,24
5,1,121,1,16,0
5,1,121,1,17,0
5,1,121,1,18,0
5,1,121,1,19,24
5,1,121,1,20,24
5,1,121,1,21,24
5,1,121,1,22,24
5,1,121,1,23,24
5,2,122,1,0,24
5,2,122,1,1,24
5,2,122,1,2,24
5,2,122,1,3,24
5,2,122,1,4,0
5,2,122,1,5,0
5,2,122,1,6,0
5,2,122,1,7,0
5,2,122,1,8,0
5,2,122,1,9,0
5,2,122,1,10,24
5,2,122,1,11,24
5,2,122,1,12,24
5,2,122,1,13,24
5,2,122,1,14,24
5,2,122,1,15,24
5,2,122,1,16,0
5,2,122,1,17,0
5,2,122,1,18,0
5,2,122,1,19,24
5,2,122,1,20,24
5,2,122,1,21,24
5,2,122,1,22,24
5,2,122,1,23,24
5,3,123,1,0,24
5,3,123,1,1,24
5,3,123,1,2,24
5,3,123,1,3,24
5,3,123,1,4,0
5,3,123,1,5,0
5,3,123,1,6,0
5,3,123,1,7,0
5,3,123,1,8,0
5,3,123,1,9,0
5,3,123,1,10,24
5,3,123,1,11,24
5,3,123,1,12,24
5,3,123,1,13,24
5,3,123,1,14,24
5,3,123,1,15,24
5,3,123,1,16,0
5,3,123,1,17,0
5,3,123,1,18,0
5,3,123,1,19,24
5,3,123,1,20,24
5,3,123,1,21,24
5,3,123,1,22,24
5,3,123,1,23,24
5,4,124,0,0,24
5,4,124,0,1,24
5,4,124,0,2,24
5,4,124,0,3,24
5,4,124,0,4,0
5,4,124,0,5,0
5,4,124,0,6,0
5,4,124,0,7,0
5,4,124,0,8,0
5,4,124,0,9,0
5,4,124,0,10,24
5,4,124,0,11,24
5,4,124,0,12,24
5,4,124,0,13,24
5,4,124,0,14,24
5,4,124,0,15,24
5,4,124,0,16,0
5,4,124,0,17,0
5,4,124,0,18,0
5,4,124,0,19,24
5,4,124,0,20,24
5,4,124,0,21,24
5,4,124,0,22,24
5,4,124,0,23,24
5,5,125,0,0,24
5,5,125,0,1,24
5,5,125,0,2,24
5,5,125,0,3,24
5,5,125,0,4,0
5,5,125,0,5,0
5,5,125,0,6,0
5,5,125,0,7,0
5,5,125,0,8,0
5,5,125,0,9,0
5,5,125,0,10,24
5,5,125,0,11,24
5,5,125,0,12,24
5,5,125,0,13,24
5,5,125,0,14,24
5,5,125,0,15,24
5,5,125,0,16,0
5,5,125,0,17,0
5,5,125,0,18,0
5,5,125,0,19,24
5,5,125,0,20,24
5,5,125,0,21,24
5,5,125,0,22,24
5,5,125,0,23,24
5,6,126,1,0,24
5,6,126,1,1,24
5,6,126,1,2,24
5,6,126,1,3,24
5,6,126,1,4,0
5,6,126,1,5,0
5,6,126,1,6,0
5,6,126,1,7,0
5,6,126,1,8,0
5,6,126,1,9,0
5,6,126,1,10,24
5,6,126,1,11,24
5,6,126,1,12,24
5,6,126,1,13,24
5,6,126,1,14,24
5,6,126,1,15,24
5,6,126,1,16,0
5,6,126,1,17,0
5,6,126,1,18,0
5,6,126,1,19,24
5,6,126,1,20,24
5,6,126,1,21,24
5,6,126,1,22,24
5,6,126,1,23,24
5,7,127,1,0,24
5,7,127,1,1,24
5,7,127,1,2,24
5,7,127,1,3,24
5,7,127,1,4,0
5,7,127,1,5,0
5,7,127,1,6,0
5,7,127,1,7,0
5,7,127,1,8,0
5,7,127,1,9,0
5,7,127,1,10,24
5,7,127,1,11,24
5,7,127,1,12,24
5,7,127,1,13,24
5,7,127,1,14,24
5,7,127,1,15,24
5,7,127,1,16,0
5,7,127,1,17,0
5,7,127,1,18,0
5,7,127,1,19,24
5,7,127,1,20,24
5,7,127,1,21,24
5,7,127,1,22,24
5,7,127,1,23,24
5,8,128,1,0,24
5,8,128,1,1,24
5,8,128,1,2,24
5,8,128,1,3,24
5,8,128,1,4,0
5,8,128,1,5,0
5,8,128,1,6,0
5,8,128,1,7,0
5,8,128,1,8,0
5,8,128,1,9,0
5,8,128,1,10,24
5,8,128,1,11,24
5,8,128,1,12,24
5,8,128,1,13,24
5,8,128,1,14,24
5,8,128,1,15,24
5,8,128,1,16,0
5,8,128,1,17,0
5,8,128,1,18,0
5,8,128,1,19,24
5,8,128,1,20,24
5,8,128,1,21,24
5,8,128,1,22,24
5,8,128,1,23,24
5,9,129,1,0,24
5,9,129,1,1,24
5,9,129,1,2,24
5,9,129,1,3,24
5,9,129,1,4,0
5,9,129,1,5,0
5,9,129,1,6,0
5,9,129,1,7,0
5,9,129,1,8,0
5,9,129,1,9,0
5,9,129,1,10,24
5,9,129,1,11,24
5,9,129,1,12,24
5,9,129,1,13,24
5,9,129,1,14,24
5,9,129,1,15,24
5,9,129,1,16,0
5,9,129,1,17,0
5,9,129,1,18,0
5,9,129,1,19,24
5,9,129,1,20,24
5,9,129,1,21,24
5,9,129,1,22,24
5,9,129,1,23,24
5,10,130,1,0,24
5,10,130,1,1,24
5,10,130,1,2,24
5,10,130,1,3,24
5,10,130,1,4,0
5,10,130,1,5,0
5,10,130,1,6,0
5,10,130,1,7,0
5,10,130,1,8,0
5,10,130,1,9,0
5,10,130,1,10,24
5,10,130,1,11,24
5,10,130,1,12,24
5,10,130,1,13,24
5,10,130,1,14,24
5,10,130,1,15,24
5,10,130,1,16,0
5,10,130,1,17,0
5,10,130,1,18,0
5,10,130,1,19,24
5,10,130,1,20,24
5,10,130,1,21,24
5,10,130,1,22,24
5,10,130,1,23,24
5,11,131,0,0,24
5,11,131,0,1,24
5,11,131,0,2,24
5,11,131,0,3,24
5,11,131,0,4,0
5,11,131,0,5,0
5,11,131,0,6,0
5,11,131,0,7,0
5,11,131,0,8,0
5,11,131,0,9,0
5,11,131,0,10,24
5,11,131,0,11,24
5,11,131,0,12,24
5,11,131,0,13,24
5,11,131,0,14,24
5,11,131,0,15,24
5,11,131,0,16,0
5,11,131,0,17,0
5,11,131,0,18,0
5,11,131,0,19,24
5,11,131,0,20,24
5,11,131,0,21,24
5,11,131,0,22,24
5,11,131,0,23,24
5,12,132,0,0,24
5,12,132,0,1,24
5,12,132,0,2,24
5,12,132,0,3,24
5,12,132,0,4,0
5,12,132,0,5,0
5,12,132,0,6,0
5,12,132,0,7,0
5,12,132,0,8,0
5,12,132,0,9,0
5,12,132,0,10,24
5,12,132,0,11,24
5,12,132,0,12,24
5,12,132,0,13,24
5,12,132,0,14,24
5,12,132,0,15,24
5,12,132,0,16,0
5,12,132,0,17,0
5,12,132,0,18,0
5,12,132,0,19,24
5,12,132,0,20,24
5,12,132,0,21,24
5,12,132,0,22,24
5,12,132,0,23,24
5,13,133,1,0,24
5,13,133,1,1,24
5,13,133,1,2,24
5,13,133,1,3,24
5,13,133,1,4,0
5,13,133,1,5,0
5,13,133,1,6,0
5,13,133,1,7,0
5,13,133,1,8,0
5,13,133,1,9,0
5,13,133,1,10,24
5,13,133,1,11,24
5,13,133,1,12,24
5,13,133,1,13,24
5,13,133,1,14,24
5,13,133,1,15,24
5,13,133,1,16,0
5,13,133,1,17,0
5,13,133,1,18,0
5,13,133,1,19,24
5,13,133,1,20,24
5,13,133,1,21,24
5,13,133,1,22,24
5,13,133,1,23,24
5,14,134,1,0,24
5,14,134,1,1,24
5,14,134,1,2,24
5,14,134,1,3,24
5,14,134,1,4,0
5,14,134,1,5,0
5,14,134,1,6,0
5,14,134,1,7,0
5,14,134,1,8,0
5,14,134,1,9,0
5,14,134,1,10,24
5,14,134,1,11,24
5,14,134,1,12,24
5,14,134,1,13,24
5,14,134,1,14,24
5,14,134,1,15,24
5,14,134,1,16,0
5,14,134,1,17,0
5,14,134,1,18,0
5,14,134,1,19,24
5,14,134,1,20,24
5,14,134,1,21,24
5,14,134,1,22,24
5,14,134,1,23,24
5,15,135,1,0,24
5,15,135,1,1,24
5,15,135,1,2,24
5,15,135,1,3,24
5,15,135,1,4,0
5,15,135,1,5,0
5,15,135,1,6,0
5,15,135,1,7,0
5,15,135,1,8,0
5,15,135,1,9,0
5,15,135,1,10,24
5,15,135,1,11,24
5,15,135,1,12,24
5,15,135,1,13,24
5,15,135,1,14,24
5,15,135,1,15,24
5,15,135,1,16,0
5,15,135,1,17,0
5,15,135,1,18,0
5,15,135,1,19,24
5,15,135,1,20,24
5,15,135,1,21,24
5,15,135,1,22,24
5,15,135,1,23,24
5,16,136,1,0,24
5,16,136,1,1,24
5,16,136,1,2,24
5,16,136,1,3,24
5,16,136,1,4,0
5,16,136,1,5,0
5,16,136,1,6,0
5,16,136,1,7,0
5,16,136,1,8,0
5,16,136,1,9,0
5,16,136,1,10,24
5,16,136,1,11,24
5,16,136,1,12,24
5,16,136,1,13,24
5,16,136,1,14,24
5,16,136,1,15,24
5,16,136,1,16,0
5,16,136,1,17,0
5,16,136,1,18,0
5,16,136,1,19,24
5,16,136,1,20,24
5,16,136,1,21,24
5,16,136,1,22,24
5,16,136,1,23,24
5,17,137,1,0,24
5,17,137,1,1,24
5,17,137,1,2,24
5,17,137,1,3,24
5,17,137,1,4,0
5,17,137,1,5,0
5,17,137,1,6,0
5,17,137,1,7,0
5,17,137,1,8,0
5,17,137,1,9,0
5,17,137,1,10,24
5,17,137,1,11,24
5,17,137,1,12,24
5,17,137,1,13,24
5,17,137,1,14,24
5,17,137,1,15,24
5,17,137,1,16,0
5,17,137,1,17,0
5,17,137,1,18,0
5,17,137,1,19,24
5,17,137,1,20,24
5,17,137,1,21,24
5,17,137,1,22,24
5,17,137,1,23,24
5,18,138,0,0,24
5,18,138,0,1,24
5,18,138,0,2,24
5,18,138,0,3,24
5,18,138,0,4,0
5,18,138,0,5,0
5,18,138,0,6,0
5,18,138,0,7,0
5,18,138,0,8,0
5,18,138,0,9,0
5,18,138,0,10,24
5,18,138,0,11,24
5,18,138,0,12,24
5,18,138,0,13,24
5,18,138,0,14,24
5,18,138,0,15,24
5,18,138,0,16,0
5,18,138,0,17,0
5,18,138,0,18,0
5,18,138,0,19,24
5,18,138,0,20,24
5,18,138,0,21,24
5,18,138,0,22,24
5,18,138,0,23,24
5,19,139,0,0,24
5,19,139,0,1,24
5,19,139,0,2,24
5,19,139,0,3,24
5,19,139,0,4,0
5,19,139,0,5,0
5,19,139,0,6,0
5,19,139,0,7,0
5,19,139,0,8,0
5,19,139,0,9,0
5,19,139,0,10,24
5,19,139,0,11,24
5,19,139,0,12,24
5,19,139,0,13,24
5,19,139,0,14,24
5,19,139,0,15,24
5,19,139,0,16,0
5,19,139,0,17,0
5,19,139,0,18,0
5,19,139,0,19,24
5,19,139,0,20,24
5,19,139,0,21,24
5,19,139,0,22,24
5,19,139,0,23,24
5,20,140,1,0,24
5,20,140,1,1,24
5,20,140,1,2,24
5,20,140,1,3,24
5,20,140,1,4,0
5,20,140,1,5,0
5,20,140,1,6,0
5,20,140,1,7,0
5,20,140,1,8,0
5,20,140,1,9,0
5,20,140,1,10,24
5,20,140,1,11,24
5,20,140,1,12,24
5,20,140,1,13,24
5,20,140,1,14,24
5,20,140,1,15,24
5,20,140,1,16,0
5,20,140,1,17,0
5,20,140,1,18,0
5,20,140,1,19,24
5,20,140,1,20,24
5,20,140,1,21,24
5,20,140,1,22,24
5,20,140,1,23,24
5,21,141,1,0,24
5,21,141,1,1,24
5,21,141,1,2,24
5,21,141,1,3,24
5,21,141,1,4,0
5,21,141,1,5,0
5,21,141,1,6,0
5,21,141,1,7,0
5,21,141,1,8,0
5,21,141,1,9,0
5,21,141,1,10,24
5,21,141,1,11,24
5,21,141,1,12,24
5,21,141,1,13,24
5,21,141,1,14,24
5,21,141,1,15,24
5,21,141,1,16,0
5,21,141,1,17,0
5,21,141,1,18,0
5,21,141,1,19,24
5,21,141,1,20,24
5,21,141,1,21,24
5,21,141,1,22,24
5,21,141,1,23,24
5,22,142,1,0,24
5,22,142,1,1,24
5,22,142,1,2,24
5,22,142,1,3,24
5,22,142,1,4,0
5,22,142,1,5,0
5,22,142,1,6,0
5,22,142,1,7,0
5,22,142,1,8,0
5,22,142,1,9,0
5,22,142,1,10,24
5,22,142,1,11,24
5,22,142,1,12,24
5,22,142,1,13,24
5,22,142,1,14,24
5,22,142,1,15,24
5,22,142,1,16,0
5,22,142,1,17,0
5,22,142,1,18,0
5,22,142,1,19,24
5,22,142,1,20,24
5,22,142,1,21,24
5,22,142,1,22,24
5,22,142,1,23,24
5,23,143,1,0,24
5,23,143,1,1,24
5,23,143,1,2,24
5,23,143,1,3,24
5,23,143,1,4,0
5,23,143,1,5,0
5,23,143,1,6,0
5,23,143,1,7,0
5,23,143,1,8,0
5,23,143,1,9,0
5,23,143,1,10,24
5,23,143,1,11,24
5,23,143,1,12,24
5,23,143,1,13,24
5,23,143,1,14,24
5,23,143,1,15,24
5,23,143,1,16,0
5,23,143,1,17,0
5,23,143,1,18,0
5,23,143,1,19,24
5,23,143,1,20,24
5,23,143,1,21,24
5,23,143,1,22,24
5,23,143,1,23,24
5,24,144,1,0,24
5,24,144,1,1,24
5,24,144,1,2,24
5,24,144,1,3,24
5,24,144,1,4,0
5,24,144,1,5,0
5,24,144,1,6,0
5,24,144,1,7,0
5,24,144,1,8,0
5,24,144,1,9,0
5,24,144,1,10,24
5,24,144,1,11,24
5,24,144,1,12,24
5,24,144,1,13,24
5,24,144,1,14,24
5,24,144,1,15,24
5,24,144,1,16,0
5,24,144,1,17,0
5,24,144,1,18,0
5,24,144,1,19,24
5,24,144,1,20,24
5,24,144,1,21,24
5,24,144,1,22,24
5,24,144,1,23,24
5,25,145,0,0,24
5,25,145,0,1,24
5,25,145,0,2,24
5,25,145,0,3,24
5,25,145,0,4,0
5,25,145,0,5,0
5,25,145,0,6,0
5,25,145,0,7,0
5,25,145,0,8,0
5,25,145,0,9,0
5,25,145,0,10,24
5,25,145,0,11,24
5,25,145,0,12,24
5,25,145,0,13,24
5,25,145,0,14,24
5,25,145,0,15,24
5,25,145,0,16,0
5,25,145,0,17,0
5,25,145,0,18,0
5,25,145,0,19,24
5,25,145,0,20,24
5,25,145,0,21,24
5,25,145,0,22,24
5,25,145,0,23,24
5,26,146,0,0,24
5,26,146,0,1,24
5,26,146,0,2,24
5,26,146,0,3,24
5,26,146,0,4,0
5,26,146,0,5,0
5,26,146,0,6,0
5,26,146,0,7,0
