"month","day","day_of_year","weekday_status","hour","load"
2,18,49,1,8,0
2,18,49,1,9,0
2,18,49,1,10,24
2,18,49,1,11,24
2,18,49,1,12,24
2,18,49,1,13,24
2,18,49,1,14,24
2,18,49,1,15,24
2,18,49,1,16,0
2,18,49,1,17,0
2,18,49,1,18,0
2,18,49,1,19,24
2,18,49,1,20,24
2,18,49,1,21,24
2,18,49,1,22,24
2,18,49,1,23,24
2,19,50,1,0,24
2,19,50,1,1,24
2,19,50,1,2,24
2,19,50,1,3,24
2,19,50,1,4,0
2,19,50,1,5,0
2,19,50,1,6,0
2,19,50,1,7,0
2,19,50,1,8,0
2,19,50,1,9,0
2,19,50,1,10,24
2,19,50,1,11,24
2,19,50,1,12,24
2,19,50,1,13,24
2,19,50,1,14,24
2,19,50,1,15,24
2,19,50,1,16,0
2,19,50,1,17,0
2,19,50,1,18,0
2,19,50,1,19,24
2,19,50,1,20,24
2,19,50,1,21,24
2,19,50,1,22,24
2,19,50,1,23,24
2,20,51,1,0,24
2,20,51,1,1,24
2,20,51,1,2,24
2,20,51,1,3,24
2,20,51,1,4,0
2,20,51,1,5,0
2,20,51,1,6,0
2,20,51,1,7,0
2,20,51,1,8,0
2,20,51,1,9,0
2,20,51,1,10,24
2,20,51,1,11,24
2,20,51,1,12,24
2,20,51,1,13,24
2,20,51,1,14,24
2,20,51,1,15,24
2,20,51,1,16,0
2,20,51,1,17,0
2,20,51,1,18,0
2,20,51,1,19,24
2,20,51,1,20,24
2,20,51,1,21,24
2,20,51,1,22,24
2,20,51,1,23,24
2,21,52,1,0,24
2,21,52,1,1,24
2,21,52,1,2,24
2,21,52,1,3,24
2,21,52,1,4,0
2,21,52,1,5,0
2,21,52,1,6,0
2,21,52,1,7,0
2,21,52,1,8,0
2,21,52,1,9,0
2,21,52,1,10,24
2,21,52,1,11,24
2,21,52,1,12,24
2,21,52,1,13,24
2,21,52,1,14,24
2,21,52,1,15,24
2,21,52,1,16,0
2,21,52,1,17,0
2,21,52,1,18,0
2,21,52,1,19,24
2,21,52,1,20,24
2,21,52,1,21,24
2,21,52,1,22,24
2,21,52,1,23,24
2,22,53,1,0,24
2,22,53,1,1,24
2,22,53,1,2,24
2,22,53,1,3,24
2,22,53,1,4,0
2,22,53,1,5,0
2,22,53,1,6,0
2,22,53,1,7,0
2,22,53,1,8,0
2,22,53,1,9,0
2,22,53,1,10,24
2,22,53,1,11,24
2,22,53,1,12,24
2,22,53,1,13,24
2,22,53,1,14,24
2,22,53,1,15,24
2,22,53,1,16,0
2,22,53,1,17,0
2,22,53,1,18,0
2,22,53,1,19,24
2,22,53,1,20,24
2,22,53,1,21,24
2,22,53,1,22,24
2,22,53,1,23,24
2,23,54,0,0,24
2,23,54,0,1,24
2,23,54,0,2,24
2,23,54,0,3,24
2,23,54,0,4,0
2,23,54,0,5,0
2,23,54,0,6,0
2,23,54,0,7,0
2,23,54,0,8,0
2,23,54,0,9,0
2,23,54,0,10,24
2,23,54,0,11,24
2,23,54,0,12,24
2,23,54,0,13,24
2,23,54,0,14,24
2,23,54,0,15,24
2,23,54,0,16,0
2,23,54,0,17,0
2,23,54,0,18,0
2,23,54,0,19,24
2,23,54,0,20,24
2,23,54,0,21,24
2,23,54,0,22,24
2,23,54,0,23,24
2,24,55,0,0,24
2,24,55,0,1,24
2,24,55,0,2,24
2,24,55,0,3,24
2,24,55,0,4,0
2,24,55,0,5,0
2,24,55,0,6,0
2,24,55,0,7,0
2,24,55,0,8,0
2,24,55,0,9,0
2,24,55,0,10,24
2,24,55,0,11,24
2,24,55,0,12,24
2,24,55,0,13,24
2,24,55,0,14,24
2,24,55,0,15,24
2,24,55,0,16,0
2,24,55,0,17,0
2,24,55,0,18,0
2,24,55,0,19,24
2,24,55,0,20,24
2,24,55,0,21,24
2,24,55,0,22,24
2,24,55,0,23,24
2,25,56,1,0,24
2,25,56,1,1,24
2,25,56,1,2,24
2,25,56,1,3,24
2,25,56,1,4,0
2,25,56,1,5,0
2,25,56,1,6,0
2,25,56,1,7,0
2,25,56,1,8,0
2,25,56,1,9,0
2,25,56,1,10,24
2,25,56,1,11,24
2,25,56,1,12,24
2,25,56,1,13,24
2,25,56,1,14,24
2,25,56,1,15,24
2,25,56,1,16,0
2,25,56,1,17,0
2,25,56,1,18,0
2,25,56,1,19,24
2,25,56,1,20,24
2,25,56,1,21,24
2,25,56,1,22,24
2,25,56,1,23,24
2,26,57,1,0,24
2,26,57,1,1,24
2,26,57,1,2,24
2,26,57,1,3,24
2,26,57,1,4,0
2,26,57,1,5,0
2,26,57,1,6,0
2,26,57,1,7,0
2,26,57,1,8,0
2,26,57,1,9,0
2,26,57,1,10,24
2,26,57,1,11,24
2,26,57,1,12,24
2,26,57,1,13,24
2,26,57,1,14,24
2,26,57,1,15,24
2,26,57,1,16,0
2,26,57,1,17,0
2,26,57,1,18,0
2,26,57,1,19,24
2,26,57,1,20,24
2,26,57,1,21,24
2,26,57,1,22,24
2,26,57,1,23,24
2,27,58,1,0,24
2,27,58,1,1,24
2,27,58,1,2,24
2,27,58,1,3,24
2,27,58,1,4,0
2,27,58,1,5,0
2,27,58,1,6,0
2,27,58,1,7,0
2,27,58,1,8,0
2,27,58,1,9,0
2,27,58,1,10,24
2,27,58,1,11,24
2,27,58,1,12,24
2,27,58,1,13,24
2,27,58,1,14,24
2,27,58,1,15,24
2,27,58,1,16,0
2,27,58,1,17,0
2,27,58,1,18,0
2,27,58,1,19,24
2,27,58,1,20,24
2,27,58,1,21,24
2,27,58,1,22,24
2,27,58,1,23,24
2,28,59,1,0,24
2,28,59,1,1,24
2,28,59,1,2,24
2,28,59,1,3,24
2,28,59,1,4,0
2,28,59,1,5,0
2,28,59,1,6,0
2,28,59,1,7,0
2,28,59,1,8,0
2,28,59,1,9,0
2,28,59,1,10,24
2,28,59,1,11,24
2,28,59,1,12,24
2,28,59,1,13,24
2,28,59,1,14,24
2,28,59,1,15,24
2,28,59,1,16,0
2,28,59,1,17,0
2,28,59,1,18,0
2,28,59,1,19,24
2,28,59,1,20,24
2,28,59,1,21,24
2,28,59,1,22,24
2,28,59,1,23,24
3,1,60,1,0,24
3,1,60,1,1,24
3,1,60,1,2,24
3,1,60,1,3,24
3,1,60,1,4,0
3,1,60,1,5,0
3,1,60,1,6,0
3,1,60,1,7,0
3,1,60,1,8,0
3,1,60,1,9,0
3,1,60,1,10,24
3,1,60,1,11,24
3,1,60,1,12,24
3,1,60,1,13,24
3,1,60,1,14,24
3,1,60,1,15,24
3,1,60,1,16,0
3,1,60,1,17,0
3,1,60,1,18,0
3,1,60,1,19,24
3,1,60,1,20,24
3,1,60,1,21,24
3,1,60,1,22,24
3,1,60,1,23,24
3,2,61,0,0,24
3,2,61,0,1,24
3,2,61,0,2,24
3,2,61,0,3,24
3,2,61,0,4,0
3,2,61,0,5,0
3,2,61,0,6,0
3,2,61,0,7,0
3,2,61,0,8,0
3,2,61,0,9,0
3,2,61,0,10,24
3,2,61,0,11,24
3,2,61,0,12,24
3,2,61,0,13,24
3,2,61,0,14,24
3,2,61,0,15,24
3,2,61,0,16,0
3,2,61,0,17,0
3,2,61,0,18,0
3,2,61,0,19,24
3,2,61,0,20,24
3,2,61,0,21,24
3,2,61,0,22,24
3,2,61,0,23,24
3,3,62,0,0,24
3,3,62,0,1,24
3,3,62,0,2,24
3,3,62,0,3,24
3,3,62,0,4,0
3,3,62,0,5,0
3,3,62,0,6,0
3,3,62,0,7,0
3,3,62,0,8,0
3,3,62,0,9,0
3,3,62,0,10,24
3,3,62,0,11,24
3,3,62,0,12,24
3,3,62,0,13,24
3,3,62,0,14,24
3,3,62,0,15,24
3,3,62,0,16,0
3,3,62,0,17,0
3,3,62,0,18,0
3,3,62,0,19,24
3,3,62,0,20,24
3,3,62,0,21,24
3,3,62,0,22,24
3,3,62,0,23,24
3,4,63,1,0,24
3,4,63,1,1,24
3,4,63,1,2,24
3,4,63,1,3,24
3,4,63,1,4,0
3,4,63,1,5,0
3,4,63,1,6,0
3,4,63,1,7,0
3,4,63,1,8,0
3,4,63,1,9,0
3,4,63,1,10,24
3,4,63,1,11,24
3,4,63,1,12,24
3,4,63,1,13,24
3,4,63,1,14,24
3,4,63,1,15,24
3,4,63,1,16,0
3,4,63,1,17,0
3,4,63,1,18,0
3,4,63,1,19,24
3,4,63,1,20,24
3,4,63,1,21,24
3,4,63,1,22,24
3,4,63,1,23,24
3,5,64,1,0,24
3,5,64,1,1,24
3,5,64,1,2,24
3,5,64,1,3,24
3,5,64,1,4,0
3,5,64,1,5,0
3,5,64,1,6,0
3,5,64,1,7,0
3,5,64,1,8,0
3,5,64,1,9,0
3,5,64,1,10,24
3,5,64,1,11,24
3,5,64,1,12,24
3,5,64,1,13,24
3,5,64,1,14,24
3,5,64,1,15,24
3,5,64,1,16,0
3,5,64,1,17,0
3,5,64,1,18,0
3,5,64,1,19,24
3,5,64,1,20,24
3,5,64,1,21,24
3,5,64,1,22,24
3,5,64,1,23,24
3,6,65,1,0,24
3,6,65,1,1,24
3,6,65,1,2,24
3,6,65,1,3,24
3,6,65,1,4,0
3,6,65,1,5,0
3,6,65,1,6,0
3,6,65,1,7,0
3,6,65,1,8,0
3,6,65,1,9,0
3,6,65,1,10,24
3,6,65,1,11,24
3,6,65,1,12,24
3,6,65,1,13,24
3,6,65,1,14,24
3,6,65,1,15,24
3,6,65,1,16,0
3,6,65,1,17,0
3,6,65,1,18,0
3,6,65,1,19,24
3,6,65,1,20,24
3,6,65,1,21,24
3,6,65,1,22,24
3,6,65,1,23,24
3,7,66,1,0,24
3,7,66,1,1,24
3,7,66,1,2,24
3,7,66,1,3,24
3,7,66,1,4,0
3,7,66,1,5,0
3,7,66,1,6,0
3,7,66,1,7,0
3,7,66,1,8,0
3,7,66,1,9,0
3,7,66,1,10,24
3,7,66,1,11,24
3,7,66,1,12,24
3,7,66,1,13,24
3,7,66,1,14,24
3,7,66,1,15,24
3,7,66,1,16,0
3,7,66,1,17,0
3,7,66,1,18,0
3,7,66,1,19,24
3,7,66,1,20,24
3,7,66,1,21,24
3,7,66,1,22,24
3,7,66,1,23,24
3,8,67,1,0,24
3,8,67,1,1,24
3,8,67,1,2,24
3,8,67,1,3,24
3,8,67,1,4,0
3,8,67,1,5,0
3,8,67,1,6,0
3,8,67,1,7,0
3,8,67,1,8,0
3,8,67,1,9,0
3,8,67,1,10,24
3,8,67,1,11,24
3,8,67,1,12,24
3,8,67,1,13,24
3,8,67,1,14,24
3,8,67,1,15,24
3,8,67,1,16,0
3,8,67,1,17,0
3,8,67,1,18,0
3,8,67,1,19,24
3,8,67,1,20,24
3,8,67,1,21,24
3,8,67,1,22,24
3,8,67,1,23,24
3,9,68,0,0,24
3,9,68,0,1,24
3,9,68,0,2,24
3,9,68,0,3,24
3,9,68,0,4,0
3,9,68,0,5,0
3,9,68,0,6,0
3,9,68,0,7,0
3,9,68,0,8,0
3,9,68,0,9,0
3,9,68,0,10,24
3,9,68,0,11,24
3,9,68,0,12,24
3,9,68,0,13,24
3,9,68,0,14,24
3,9,68,0,15,24
3,9,68,0,16,0
3,9,68,0,17,0
3,9,68,0,18,0
3,9,68,0,19,24
3,9,68,0,20,24
3,9,68,0,21,24
3,9,68,0,22,24
3,9,68,0,23,24
3,10,69,0,0,24
3,10,69,0,1,24
3,10,69,0,2,24
3,10,69,0,3,24
3,10,69,0,4,0
3,10,69,0,5,0
3,10,69,0,6,0
3,10,69,0,7,0
3,10,69,0,8,0
3,10,69,0,9,0
3,10,69,0,10,24
3,10,69,0,11,24
3,10,69,0,12,24
3,10,69,0,13,24
3,10,69,0,14,24
3,10,69,0,15,24
3,10,69,0,16,0
3,10,69,0,17,0
3,10,69,0,18,0
3,10,69,0,19,24
3,10,69,0,20,24
3,10,69,0,21,24
3,10,69,0,22,24
3,10,69,0,23,24
3,11,70,1,0,24
3,11,70,1,1,24
3,11,70,1,2,24
3,11,70,1,3,24
3,11,70,1,4,0
3,11,70,1,5,0
3,11,70,1,6,0
3,11,70,1,7,0
3,11,70,1,8,0
3,11,70,1,9,0
3,11,70,1,10,24
3,11,70,1,11,24
3,11,70,1,12,24
3,11,70,1,13,24
3,11,70,1,14,24
3,11,70,1,15,24
3,11,70,1,16,0
3,11,70,1,17,0
3,11,70,1,18,0
3,11,70,1,19,24
3,11,70,1,20,24
3,11,70,1,21,24
3,11,70,1,22,24
3,11,70,1,23,24
3,12,71,1,0,24
3,12,71,1,1,24
3,12,71,1,2,24
3,12,71,1,3,24
3,12,71,1,4,0
3,12,71,1,5,0
3,12,71,1,6,0
3,12,71,1,7,0
3,12,71,1,8,0
3,12,71,1,9,0
3,12,71,1,10,24
3,12,71,1,11,24
3,12,71,1,12,24
3,12,71,1,13,24
3,12,71,1,14,24
3,12,71,1,15,24
3,12,71,1,16,0
3,12,71,1,17,0
3,12,71,1,18,0
3,12,71,1,19,24
3,12,71,1,20,24
3,12,71,1,21,24
3,12,71,1,22,24
3,12,71,1,23,24
3,13,72,1,0,24
3,13,72,1,1,24
3,13,72,1,2,24
3,13,72,1,3,24
3,13,72,1,4,0
3,13,72,1,5,0
3,13,72,1,6,0
3,13,72,1,7,0
3,13,72,1,8,0
3,13,72,1,9,0
3,13,72,1,10,24
3,13,72,1,11,24
3,13,72,1,12,24
3,13,72,1,13,24
3,13,72,1,14,24
3,13,72,1,15,24
3,13,72,1,16,0
3,13,72,1,17,0
3,13,72,1,18,0
3,13,72,1,19,24
3,13,72,1,20,24
3,13,72,1,21,24
3,13,72,1,22,24
3,13,72,1,23,24
3,14,73,1,0,24
3,14,73,1,1,24
3,14,73,1,2,24
3,14,73,1,3,24
3,14,73,1,4,0
3,14,73,1,5,0
3,14,73,1,6,0
3,14,73,1,7,0
3,14,73,1,8,0
3,14,73,1,9,0
3,14,73,1,10,24
3,14,73,1,11,24
3,14,73,1,12,24
3,14,73,1,13,24
3,14,73,1,14,24
3,14,73,1,15,24
3,14,73,1,16,0
3,14,73,1,17,0
3,14,73,1,18,0
3,14,73,1,19,24
3,14,73,1,20,24
3,14,73,1,21,24
3,14,73,1,22,24
3,14,73,1,23,24
3,15,74,1,0,24
3,15,74,1,1,24
3,15,74,1,2,24
3,15,74,1,3,24
3,15,74,1,4,0
3,15,74,1,5,0
3,15,74,1,6,0
3,15,74,1,7,0
3,15,74,1,8,0
3,15,74,1,9,0
3,15,74,1,10,24
3,15,74,1,11,24
3,15,74,1,12,24
3,15,74,1,13,24
3,15,74,1,14,24
3,15,74,1,15,24
3,15,74,1,16,0
3,15,74,1,17,0
3,15,74,1,18,0
3,15,74,1,19,24
3,15,74,1,20,24
3,15,74,1,21,24
3,15,74,1,22,24
3,15,74,1,23,24
3,16,75,0,0,24
3,16,75,0,1,24
3,16,75,0,2,24
3,16,75,0,3,24
3,16,75,0,4,0
3,16,75,0,5,0
3,16,75,0,6,0
3,16,75,0,7,0
3,16,75,0,8,0
3,16,75,0,9,0
3,16,75,0,10,24
3,16,75,0,11,24
3,16,75,0,12,24
3,16,75,0,13,24
3,16,75,0,14,24
3,16,75,0,15,24
3,16,75,0,16,0
3,16,75,0,17,0
3,16,75,0,18,0
3,16,75,0,19,24
3,16,75,0,20,24
3,16,75,0,21,24
3,16,75,0,22,24
3,16,75,0,23,24
3,17,76,0,0,24
3,17,76,0,1,24
3,17,76,0,2,24
3,17,76,0,3,24
3,17,76,0,4,0
3,17,76,0,5,0
3,17,76,0,6,0
3,17,76,0,7,0
3,17,76,0,8,0
3,17,76,0,9,0
3,17,76,0,10,24
3,17,76,0,11,24
3,17,76,0,12,24
3,17,76,0,13,24
3,17,76,0,14,24
3,17,76,0,15,24
3,17,76,0,16,0
3,17,76,0,17,0
3,17,76,0,18,0
3,17,76,0,19,24
3,17,76,0,20,24
3,17,76,0,21,24
3,17,76,0,22,24
3,17,76,0,23,24
3,18,77,1,0,24
3,18,77,1,1,24
3,18,77,1,2,24
3,18,77,1,3,24
3,18,77,1,4,0
3,18,77,1,5,0
3,18,77,1,6,0
3,18,77,1,7,0
3,18,77,1,8,0
3,18,77,1,9,0
3,18,77,1,10,24
3,18,77,1,11,24
3,18,77,1,12,24
3,18,77,1,13,24
3,18,77,1,14,24
3,18,77,1,15,24
3,18,77,1,16,0
3,18,77,1,17,0
3,18,77,1,18,0
3,18,77,1,19,24
3,18,77,1,20,24
3,18,77,1,21,24
3,18,77,1,22,24
3,18,77,1,23,24
3,19,78,1,0,24
3,19,78,1,1,24
3,19,78,1,2,24
3,19,78,1,3,24
3,19,78,1,4,0
3,19,78,1,5,0
3,19,78,1,6,0
3,19,78,1,7,0
3,19,78,1,8,0
3,19,78,1,9,0
3,19,78,1,10,24
3,19,78,1,11,24
3,19,78,1,12,24
3,19,78,1,13,24
3,19,78,1,14,24
3,19,78,1,15,24
3,19,78,1,16,0
3,19,78,1,17,0
3,19,78,1,18,0
3,19,78,1,19,24
3,19,78,1,20,24
3,19,78,1,21,24
3,19,78,1,22,24
3,19,78,1,23,24
3,20,79,1,0,24
3,20,79,1,1,24
3,20,79,1,2,24
3,20,79,1,3,24
3,20,79,1,4,0
3,20,79,1,5,0
3,20,79,1,6,0
3,20,79,1,7,0
3,20,79,1,8,0
3,20,79,1,9,0
3,20,79,1,10,24
3,20,79,1,11,24
3,20,79,1,12,24
3,20,79,1,13,24
3,20,79,1,14,24
3,20,79,1,15,24
3,20,79,1,16,0
3,20,79,1,17,0
3,20,79,1,18,0
3,20,79,1,19,24
3,20,79,1,20,24
3,20,79,1,21,24
3,20,79,1,22,24
3,20,79,1,23,24
3,21,80,1,0,24
3,21,80,1,1,24
3,21,80,1,2,24
3,21,80,1,3,24
3,21,80,1,4,0
3,21,80,1,5,0
3,21,80,1,6,0
3,21,80,1,7,0
3,21,80,1,8,0
3,21,80,1,9,0
3,21,80,1,10,24
3,21,80,1,11,24
3,21,80,1,12,24
3,21,80,1,13,24
3,21,80,1,14,24
3,21,80,1,15,24
3,21,80,1,16,0
3,21,80,1,17,0
3,21,80,1,18,0
3,21,80,1,19,24
3,21,80,1,20,24
3,21,80,1,21,24
3,21,80,1,22,24
3,21,80,1,23,24
3,22,81,1,0,24
3,22,81,1,1,24
3,22,81,1,2,24
3,22,81,1,3,24
3,22,81,1,4,0
3,22,81,1,5,0
3,22,81,1,6,0
3,22,81,1,7,0
3,22,81,1,8,0
3,22,81,1,9,0
3,22,81,1,10,24
3,22,81,1,11,24
3,22,81,1,12,24
3,22,81,1,13,24
3,22,81,1,14,24
3,22,81,1,15,24
3,22,81,1,16,0
3,22,81,1,17,0
3,22,81,1,18,0
3,22,81,1,19,24
3,22,81,1,20,24
3,22,81,1,21,24
3,22,81,1,22,24
3,22,81,1,23,24
3,23,82,0,0,24
3,23,82,0,1,24
3,23,82,0,2,24
3,23,82,0,3,24
3,23,82,0,4,0
3,23,82,0,5,0
3,23,82,0,6,0
3,23,82,0,7,0
3,23,82,0,8,0
3,23,82,0,9,0
3,23,82,0,10,24
3,23,82,0,11,24
3,23,82,0,12,24
3,23,82,0,13,24
3,23,82,0,14,24
3,23,82,0,15,24
3,23,82,0,16,0
3,23,82,0,17,0
3,23,82,0,18,0
3,23,82,0,19,24
3,23,82,0,20,24
3,23,82,0,21,24
3,23,82,0,22,24
3,23,82,0,23,24
3,24,83,0,0,24
3,24,83,0,1,24
3,24,83,0,2,24
3,24,83,0,3,24
3,24,83,0,4,0
3,24,83,0,5,0
3,24,83,0,6,0
3,24,83,0,7,0
3,24,83,0,8,0
3,24,83,0,9,0
3,24,83,0,10,24
3,24,83,0,11,24
3,24,83,0,12,24
3,24,83,0,13,24
3,24,83,0,14,24
3,24,83,0,15,24
3,24,83,0,16,0
3,24,83,0,17,0
3,24,83,0,18,0
3,24,83,0,19,24
3,24,83,0,20,24
3,24,83,0,21,24
3,24,83,0,22,24
3,24,83,0,23,24
3,25,84,1,0,24
3,25,84,1,1,24
3,25,84,1,2,24
3,25,84,1,3,24
3,25,84,1,4,0
3,25,84,1,5,0
3,25,84,1,6,0
3,25,84,1,7,0
3,25,84,1,8,0
3,25,84,1,9,0
3,25,84,1,10,24
3,25,84,1,11,24
3,25,84,1,12,24
3,25,84,1,13,24
3,25,84,1,14,24
3,25,84,1,15,24
3,25,84,1,16,0
3,25,84,1,17,0
3,25,84,1,18,0
3,25,84,1,19,24
3,25,84,1,20,24
3,25,84,1,21,24
3,25,84,1,22,24
3,25,84,1,23,24
3,26,85,1,0,24
3,26,85,1,1,24
3,26,85,1,2,24
3,26,85,1,3,24
3,26,85,1,4,0
3,26,85,1,5,0
3,26,85,1,6,0
3,26,85,1,7,0
3,26,85,1,8,0
3,26,85,1,9,0
3,26,85,1,10,24
3,26,85,1,11,24
3,26,85,1,12,24
3,26,85,1,13,24
3,26,85,1,14,24
3,26,85,1,15,24
3,26,85,1,16,0
3,26,85,1,17,0
3,26,85,1,18,0
3,26,85,1,19,24
3,26,85,1,20,24
3,26,85,1,21,24
3,26,85,1,22,24
3,26,85,1,23,24
3,27,86,1,0,24
3,27,86,1,1,24
3,27,86,1,2,24
3,27,86,1,3,24
3,27,86,1,4,0
3,27,86,1,5,0
3,27,86,1,6,0
3,27,86,1,7,0
3,27,86,1,8,0
3,27,86,1,9,0
3,27,86,1,10,24
3,27,86,1,11,24
3,27,86,1,12,24
3,27,86,1,13,24
3,27,86,1,14,24
3,27,86,1,15,24
3,27,86,1,16,0
3,27,86,1,17,0
3,27,86,1,18,0
3,27,86,1,19,24
3,27,86,1,20,24
3,27,86,1,21,24
3,27,86,1,22,24
3,27,86,1,23,24
3,28,87,1,0,24
3,28,87,1,1,24
3,28,87,1,2,24
3,28,87,1,3,24
3,28,87,1,4,0
3,28,87,1,5,0
3,28,87,1,6,0
3,28,87,1,7,0
3,28,87,1,8,0
3,28,87,1,9,0
3,28,87,1,10,24
3,28,87,1,11,24
3,28,87,1,12,24
3,28,87,1,13,24
3,28,87,1,14,24
3,28,87,1,15,24
3,28,87,1,16,0
3,28,87,1,17,0
3,28,87,1,18,0
3,28,87,1,19,24
3,28,87,1,20,24
3,28,87,1,21,24
3,28,87,1,22,24
3,28,87,1,23,24
3,29,88,1,0,24
3,29,88,1,1,24
3,29,88,1,2,24
3,29,88,1,3,24
3,29,88,1,4,0
3,29,88,1,5,0
3,29,88,1,6,0
3,29,88,1,7,0
3,29,88,1,8,0
3,29,88,1,9,0
3,29,88,1,10,24
3,29,88,1,11,24
3,29,88,1,12,24
3,29,88,1,13,24
3,29,88,1,14,24
3,29,88,1,15,24
3,29,88,1,16,0
3,29,88,1,17,0
3,29,88,1,18,0
3,29,88,1,19,24
3,29,88,1,20,24
3,29,88,1,21,24
3,29,88,1,22,24
3,29,88,1,23,24
3,30,89,0,0,24
3,30,89,0,1,24
3,30,89,0,2,24
3,30,89,0,3,24
3,30,89,0,4,0
3,30,89,0,5,0
3,30,89,0,6,0
3,30,89,0,7,0
3,30,89,0,8,0
3,30,89,0,9,0
3,30,89,0,10,24
3,30,89,0,11,24
3,30,89,0,12,24
3,30,89,0,13,24
3,30,89,0,14,24
3,30,89,0,15,24
3,30,89,0,16,0
3,30,89,0,17,0
3,30,89,0,18,0
3,30,89,0,19,24
3,30,89,0,20,24
3,30,89,0,21,24
3,30,89,0,22,24
3,30,89,0,23,24
3,31,90,0,0,24
3,31,90,0,1,24
3,31,90,0,2,24
3,31,90,0,3,24
3,31,90,0,4,0
3,31,90,0,5,0
3,31,90,0,6,0
3,31,90,0,7,0
3,31,90,0,8,0
3,31,90,0,9,0
3,31,90,0,10,24
3,31,90,0,11,24
3,31,90,0,12,24
3,31,90,0,13,24
3,31,90,0,14,24
3,31,90,0,15,24
3,31,90,0,16,0
3,31,90,0,17,0
3,31,90,0,18,0
3,31,90,0,19,24
3,31,90,0,20,24
3,31,90,0,21,24
3,31,90,0,22,24
3,31,90,0,23,24
4,1,91,1,0,24
4,1,91,1,1,24
4,1,91,1,2,24
4,1,91,1,3,24
4,1,91,1,4,0
4,1,91,1,5,0
4,1,91,1,6,0
4,1,91,1,7,0
4,1,91,1,8,0
4,1,91,1,9,0
4,1,91,1,10,24
4,1,91,1,11,24
4,1,91,1,12,24
4,1,91,1,13,24
4,1,91,1,14,24
4,1,91,1,15,24
4,1,91,1,16,0
4,1,91,1,17,0
4,1,91,1,18,0
4,1,91,1,19,24
4,1,91,1,20,24
4,1,91,1,21,24
4,1,91,1,22,24
4,1,91,1,23,24
4,2,92,1,0,24
4,2,92,1,1,24
4,2,92,1,2,24
4,2,92,1,3,24
4,2,92,1,4,0
4,2,92,1,5,0
4,2,92,1,6,0
4,2,92,1,7,0
4,2,92,1,8,0
4,2,92,1,9,0
4,2,92,1,10,24
4,2,92,1,11,24
4,2,92,1,12,24
4,2,92,1,13,24
4,2,92,1,14,24
4,2,92,1,15,24
4,2,92,1,16,0
4,2,92,1,17,0
4,2,92,1,18,0
4,2,92,1,19,24
4,2,92,1,20,24
4,2,92,1,21,24
4,2,92,1,22,24
4,2,92,1,23,24
4,3,93,1,0,24
4,3,93,1,1,24
4,3,93,1,2,24
4,3,93,1,3,24
4,3,93,1,4,0
4,3,93,1,5,0
4,3,93,1,6,0
4,3,93,1,7,0
4,3,93,1,8,0
4,3,93,1,9,0
4,3,93,1,10,24
4,3,93,1,11,24
4,3,93,1,12,24
4,3,93,1,13,24
4,3,93,1,14,24
4,3,93,1,15,24
4,3,93,1,16,0
4,3,93,1,17,0
4,3,93,1,18,0
4,3,93,1,19,24
4,3,93,1,20,24
4,3,93,1,21,24
4,3,93,1,22,24
4,3,93,1,23,24
4,4,94,1,0,24
4,4,94,1,1,24
4,4,94,1,2,24
4,4,94,1,3,24
4,4,94,1,4,0
4,4,94,1,5,0
4,4,94,1,6,0
4,4,94,1,7,0
4,4,94,1,8,0
4,4,94,1,9,0
4,4,94,1,10,24
4,4,94,1,11,24
4,4,94,1,12,24
4,4,94,1,13,24
4,4,94,1,14,24
4,4,94,1,15,24
4,4,94,1,16,0
4,4,94,1,17,0
4,4,94,1,18,0
4,4,94,1,19,24
4,4,94,1,20,24
4,4,94,1,21,24
4,4,94,1,22,24
4,4,94,1,23,24
4,5,95,1,0,24
4,5,95,1,1,24
4,5,95,1,2,24
4,5,95,1,3,24
4,5,95,1,4,0
4,5,95,1,5,0
4,5,95,1,6,0
4,5,95,1,7,0
4,5,95,1,8,0
4,5,95,1,9,0
4,5,95,1,10,24
4,5,95,1,11,24
4,5,95,1,12,24
4,5,95,1,13,24
4,5,95,1,14,24
4,5,95,1,15,24
4,5,95,1,16,0
4,5,95,1,17,0
4,5,95,1,18,0
4,5,95,1,19,24
4,5,95,1,20,24
4,5,95,1,21,24
4,5,95,1,22,24
4,5,95,1,23,24
4,6,96,0,0,24
4,6,96,0,1,24
4,6,96,0,2,24
4,6,96,0,3,24
4,6,96,0,4,0
4,6,96,0,5,0
4,6,96,0,6,0
4,6,96,0,7,0
4,6,96,0,8,0
4,6,96,0,9,0
4,6,96,0,10,24
4,6,96,0,11,24
4,6,96,0,12,24
4,6,96,0,13,24
4,6,96,0,14,24
4,6,96,0,15,24
4,6,96,0,16,0
4,6,96,0,17,0
4,6,96,0,18,0
4,6,96,0,19,24
4,6,96,0,20,24
4,6,96,0,21,24
4,6,96,0,22,24
4,6,96,0,23,24
4,7,97,0,0,24
4,7,97,0,1,24
4,7,97,0,2,24
4,7,97,0,3,24
4,7,97,0,4,0
4,7,97,0,5,0
4,7,97,0,6,0
4,7,97,0,7,0
4,7,97,0,8,0
4,7,97,0,9,0
4,7,97,0,10,24
4,7,97,0,11,24
4,7,97,0,12,24
4,7,97,0,13,24
4,7,97,0,14,24
4,7,97,0,15,24
4,7,97,0,16,0
4,7,97,0,17,0
4,7,97,0,18,0
4,7,97,0,19,24
