,Start year,End year,Initial PV size,Initial storage size,Final PV size,Final storage size,Diesel capacity,Cumulative cost ($),Cumulative system cost ($),Cumulative storage cost ($),Cumulative GHGs (kgCO2eq),Cumulative system GHGs (kgCO2eq),Cumulative energy (kWh),Cumulative discounted energy (kWh),Cumulative discounted storage energy (kWh),LCUE ($/kWh),LCSE ($/kWh),Emissions intensity (gCO2/kWh),Blackouts,Unmet energy fraction,Renewables fraction,Total energy (kWh),Unmet energy (kWh),Renewable energy (kWh),Storage energy (kWh),Grid energy (kWh),Diesel energy (kWh),Discounted energy (kWh),Discounted storage energy (kWh),Kerosene displacement,Diesel fuel usage (l),Total cost ($),Total system cost ($),New equipment cost ($),New storage cost ($),New connection cost ($),O&M cost ($),Diesel cost ($),Grid cost ($),Kerosene cost ($),Kerosene cost mitigated ($),Total GHGs (kgCO2eq),Total system GHGs (kgCO2eq),New equipment GHGs (kgCO2eq),New connection GHGs (kgCO2eq),O&M GHGs (kgCO2eq),Diesel GHGs (kgCO2eq),Grid GHGs (kgCO2eq),Kerosene GHGs (kgCO2eq),Kerosene GHGs mitigated (kgCO2eq)
0,0.0,5.0,10.465535350000017,30.29497075000003,9.942258582500017,27.956159330488703,0.0,19067.73,19067.73,10603.24,28471.08,28471.08,42057.732,31294.232,17437.421,0.609,0.608,676.952,0.054,0.05,1.0,42057.732,2015.375,18669.618,23388.114,0.0,0.0,31294.232,17437.421,0.0,0.0,19067.73,19067.73,17654.5,10603.24,0.0,1413.23,0.0,0.0,0.0,0.0,28471.08,28471.08,28471.08,0.0,0.0,0.0,0.0,0.0,0.0
0,5.0,10.0,21.481888350000013,63.34402975000011,20.40779393250001,56.11598114768203,0.0,32802.26,32802.26,22988.989999999998,59953.880000000005,59953.880000000005,174768.27899999998,95894.536,52711.407999999996,0.342,0.436,343.048,0.084,0.05,1.0,132710.547,6459.372,60430.061,72280.486,0.0,0.0,64600.304,35273.987,0.0,0.0,13734.53,13734.53,11904.69,12385.75,0.0,1829.84,0.0,0.0,0.0,0.0,31482.8,31482.8,31482.8,0.0,0.0,0.0,0.0,0.0,0.0
