,Start year,End year,Initial PV size,Initial storage size,Final PV size,Final storage size,Diesel capacity,Cumulative cost ($),Cumulative system cost ($),Cumulative storage cost ($),Cumulative GHGs (kgCO2eq),Cumulative system GHGs (kgCO2eq),Cumulative energy (kWh),Cumulative discounted energy (kWh),Cumulative discounted storage energy (kWh),LCUE ($/kWh),LCSE ($/kWh),Emissions intensity (gCO2/kWh),Blackouts,Unmet energy fraction,Renewables fraction,Total energy (kWh),Unmet energy (kWh),Renewable energy (kWh),Storage energy (kWh),Grid energy (kWh),Diesel energy (kWh),Discounted energy (kWh),Discounted storage energy (kWh),Kerosene displacement,Diesel fuel usage (l),Total cost ($),Total system cost ($),New equipment cost ($),New storage cost ($),New connection cost ($),O&M cost ($),Diesel cost ($),Grid cost ($),Kerosene cost ($),Kerosene cost mitigated ($),Total GHGs (kgCO2eq),Total system GHGs (kgCO2eq),New equipment GHGs (kgCO2eq),New connection GHGs (kgCO2eq),O&M GHGs (kgCO2eq),Diesel GHGs (kgCO2eq),Grid GHGs (kgCO2eq),Kerosene GHGs (kgCO2eq),Kerosene GHGs mitigated (kgCO2eq)
0,0.0,5.0,22.187535999999966,55.46884,21.078159199999966,51.98720913373652,0.0,37010.92,37010.92,19414.09,58985.28,58985.28,61830.311,45526.85,25642.409,0.813,0.757,953.986,0.029,0.049,1.0,61830.311,2942.84,27014.003,34816.309,0.0,0.0,45526.85,25642.409,0.0,0.0,37010.92,37010.92,34363.17,19414.09,0.0,2647.75,0.0,0.0,0.0,0.0,58985.28,58985.28,58985.28,0.0,0.0,0.0,0.0,0.0,0.0
0,5.0,10.0,58.24228200000005,187.207335,55.33016790000005,172.27199670836387,0.0,85085.9,85085.9,66741.13,163714.12,163714.12,325039.24799999996,172871.564,98010.724,0.492,0.681,503.675,0.043,0.05,1.0,263208.937,12564.8,113855.554,149353.383,0.0,0.0,127344.714,72368.315,0.0,0.0,48074.98,48074.98,42731.84,47327.04,0.0,5343.15,0.0,0.0,0.0,0.0,104728.84,104728.84,104728.84,0.0,0.0,0.0,0.0,0.0,0.0
