,Start year,End year,Initial PV size,Initial storage size,Final PV size,Final storage size,Diesel capacity,Cumulative cost ($),Cumulative system cost ($),Cumulative storage cost ($),Cumulative GHGs (kgCO2eq),Cumulative system GHGs (kgCO2eq),Cumulative energy (kWh),Cumulative discounted energy (kWh),Cumulative discounted storage energy (kWh),LCUE ($/kWh),LCSE ($/kWh),Emissions intensity (gCO2/kWh),Blackouts,Unmet energy fraction,Renewables fraction,Total energy (kWh),Unmet energy (kWh),Renewable energy (kWh),Storage energy (kWh),Grid energy (kWh),Diesel energy (kWh),Discounted energy (kWh),Discounted storage energy (kWh),Kerosene displacement,Diesel fuel usage (l),Total cost ($),Total system cost ($),New equipment cost ($),New storage cost ($),New connection cost ($),O&M cost ($),Diesel cost ($),Grid cost ($),Kerosene cost ($),Kerosene cost mitigated ($),Total GHGs (kgCO2eq),Total system GHGs (kgCO2eq),New equipment GHGs (kgCO2eq),New connection GHGs (kgCO2eq),O&M GHGs (kgCO2eq),Diesel GHGs (kgCO2eq),Grid GHGs (kgCO2eq),Kerosene GHGs (kgCO2eq),Kerosene GHGs mitigated (kgCO2eq)
0,0.0,5.0,39.35848910000004,112.45282599999955,37.39056464500004,106.45179709036718,0.0,71132.66,71132.66,39358.49,106840.92,106840.92,143978.628,107349.411,44085.386,0.663,0.893,742.061,0.029,0.044,1.0,143978.628,6167.314,83968.339,60010.289,0.0,0.0,107349.411,44085.386,0.0,0.0,71132.66,71132.66,65876.66,39358.49,0.0,5256.0,0.0,0.0,0.0,0.0,106840.92,106840.92,106840.92,0.0,0.0,0.0,0.0,0.0,0.0
0,5.0,10.0,174.3018803,365.4716844999997,165.586786285,338.5212030167248,0.0,190314.08000000002,190314.08000000002,130015.45000000001,455115.44,455115.44,799247.9230000001,418107.122,173021.59399999998,0.455,0.751,569.43,0.04,0.05,1.0,655269.295,32652.374,385764.48,269504.815,0.0,0.0,310757.711,128936.208,0.0,0.0,119181.42,119181.42,108002.0,90656.96,0.0,11179.43,0.0,0.0,0.0,0.0,348274.52,348274.52,348274.52,0.0,0.0,0.0,0.0,0.0,0.0
