,Start year,End year,Initial PV size,Initial storage size,Final PV size,Final storage size,Diesel capacity,Cumulative cost ($),Cumulative system cost ($),Cumulative storage cost ($),Cumulative GHGs (kgCO2eq),Cumulative system GHGs (kgCO2eq),Cumulative energy (kWh),Cumulative discounted energy (kWh),Cumulative discounted storage energy (kWh),LCUE ($/kWh),LCSE ($/kWh),Emissions intensity (gCO2/kWh),Blackouts,Unmet energy fraction,Renewables fraction,Total energy (kWh),Unmet energy (kWh),Renewable energy (kWh),Storage energy (kWh),Grid energy (kWh),Diesel energy (kWh),Discounted energy (kWh),Discounted storage energy (kWh),Kerosene displacement,Diesel fuel usage (l),Total cost ($),Total system cost ($),New equipment cost ($),New storage cost ($),New connection cost ($),O&M cost ($),Diesel cost ($),Grid cost ($),Kerosene cost ($),Kerosene cost mitigated ($),Total GHGs (kgCO2eq),Total system GHGs (kgCO2eq),New equipment GHGs (kgCO2eq),New connection GHGs (kgCO2eq),O&M GHGs (kgCO2eq),Diesel GHGs (kgCO2eq),Grid GHGs (kgCO2eq),Kerosene GHGs (kgCO2eq),Kerosene GHGs mitigated (kgCO2eq)
0,0.0,5.0,5.429996000000002,17.27725999999999,5.158496200000002,16.014281141427535,0.0,10500.81,10500.81,6047.04,15016.83,15016.83,21906.436,16395.173,9474.802,0.64,0.638,685.499,0.051,0.048,1.0,21906.436,999.206,9276.647,12629.789,0.0,0.0,16395.173,9474.802,0.0,0.0,10500.81,10500.81,9705.56,6047.04,0.0,795.26,0.0,0.0,0.0,0.0,15016.83,15016.83,15016.83,0.0,0.0,0.0,0.0,0.0,0.0
0,5.0,10.0,10.366356000000012,33.32042999999995,9.84803820000001,29.39040753005553,0.0,17100.45,17100.45,12104.189999999999,29434.760000000002,29434.760000000002,90327.333,49920.44499999999,28773.400999999998,0.343,0.421,325.868,0.102,0.049,1.0,68420.897,3207.352,29120.673,39300.225,0.0,0.0,33525.272,19298.599,0.0,0.0,6599.64,6599.64,5648.63,6057.15,0.0,951.01,0.0,0.0,0.0,0.0,14417.93,14417.93,14417.93,0.0,0.0,0.0,0.0,0.0,0.0
