,Start year,End year,Initial PV size,Initial storage size,Final PV size,Final storage size,Diesel capacity,Cumulative cost ($),Cumulative system cost ($),Cumulative storage cost ($),Cumulative GHGs (kgCO2eq),Cumulative system GHGs (kgCO2eq),Cumulative energy (kWh),Cumulative discounted energy (kWh),Cumulative discounted storage energy (kWh),LCUE ($/kWh),LCSE ($/kWh),Emissions intensity (gCO2/kWh),Blackouts,Unmet energy fraction,Renewables fraction,Total energy (kWh),Unmet energy (kWh),Renewable energy (kWh),Storage energy (kWh),Grid energy (kWh),Diesel energy (kWh),Discounted energy (kWh),Discounted storage energy (kWh),Kerosene displacement,Diesel fuel usage (l),Total cost ($),Total system cost ($),New equipment cost ($),New storage cost ($),New connection cost ($),O&M cost ($),Diesel cost ($),Grid cost ($),Kerosene cost ($),Kerosene cost mitigated ($),Total GHGs (kgCO2eq),Total system GHGs (kgCO2eq),New equipment GHGs (kgCO2eq),New connection GHGs (kgCO2eq),O&M GHGs (kgCO2eq),Diesel GHGs (kgCO2eq),Grid GHGs (kgCO2eq),Kerosene GHGs (kgCO2eq),Kerosene GHGs mitigated (kgCO2eq)
0,0.0,5.0,27.617768249999997,55.235536499999625,26.236879837499995,50.590361525763235,0.0,40686.66,40686.66,19332.44,71253.48,71253.48,123134.045,93163.476,34792.945,0.437,0.556,578.666,0.066,0.05,1.0,123134.045,6111.98,76682.295,46451.75,0.0,0.0,93163.476,34792.945,0.0,0.0,40686.66,40686.66,37940.19,19332.44,0.0,2746.47,0.0,0.0,0.0,0.0,71253.48,71253.48,71253.48,0.0,0.0,0.0,0.0,0.0,0.0
0,5.0,10.0,66.2826438000001,165.70660949999956,62.96851161000009,149.10000191923194,0.0,85321.45000000001,85321.45000000001,59623.130000000005,179300.4,179300.4,526668.768,287033.458,114720.57,0.297,0.52,340.442,0.082,0.049,1.0,403534.723,19566.635,237468.647,166066.076,0.0,0.0,193869.982,79927.625,0.0,0.0,44634.79,44634.79,39723.4,40290.69,0.0,4911.39,0.0,0.0,0.0,0.0,108046.92,108046.92,108046.92,0.0,0.0,0.0,0.0,0.0,0.0
