,Start year,End year,Initial PV size,Initial storage size,Final PV size,Final storage size,Diesel capacity,Cumulative cost ($),Cumulative system cost ($),Cumulative storage cost ($),Cumulative GHGs (kgCO2eq),Cumulative system GHGs (kgCO2eq),Cumulative energy (kWh),Cumulative discounted energy (kWh),Cumulative discounted storage energy (kWh),LCUE ($/kWh),LCSE ($/kWh),Emissions intensity (gCO2/kWh),Blackouts,Unmet energy fraction,Renewables fraction,Total energy (kWh),Unmet energy (kWh),Renewable energy (kWh),Storage energy (kWh),Grid energy (kWh),Diesel energy (kWh),Discounted energy (kWh),Discounted storage energy (kWh),Kerosene displacement,Diesel fuel usage (l),Total cost ($),Total system cost ($),New equipment cost ($),New storage cost ($),New connection cost ($),O&M cost ($),Diesel cost ($),Grid cost ($),Kerosene cost ($),Kerosene cost mitigated ($),Total GHGs (kgCO2eq),Total system GHGs (kgCO2eq),New equipment GHGs (kgCO2eq),New connection GHGs (kgCO2eq),O&M GHGs (kgCO2eq),Diesel GHGs (kgCO2eq),Grid GHGs (kgCO2eq),Kerosene GHGs (kgCO2eq),Kerosene GHGs mitigated (kgCO2eq)
0,0.0,5.0,5.126935799999991,18.310484999999993,4.870589009999992,17.0449930846163,0.0,10693.33,10693.33,6408.67,14492.32,14492.32,21935.692,16428.817,9495.774,0.651,0.675,660.673,0.049,0.05,1.0,21935.692,1061.937,9280.773,12654.919,0.0,0.0,16428.817,9495.774,0.0,0.0,10693.33,10693.33,9862.99,6408.67,0.0,830.33,0.0,0.0,0.0,0.0,14492.32,14492.32,14492.32,0.0,0.0,0.0,0.0,0.0,0.0
0,5.0,10.0,15.014597700000012,43.94516400000007,14.26386781500001,39.23312862571794,0.0,21559.440000000002,21559.440000000002,15823.73,41506.91,41506.91,106623.90999999999,57277.755000000005,32319.540999999997,0.376,0.49,389.283,0.077,0.05,1.0,84688.218,4115.489,37567.864,47120.354,0.0,0.0,40848.938,22823.767,0.0,0.0,10866.11,10866.11,9595.28,9415.06,0.0,1270.84,0.0,0.0,0.0,0.0,27014.59,27014.59,27014.59,0.0,0.0,0.0,0.0,0.0,0.0
