,Start year,End year,Initial PV size,Initial storage size,Final PV size,Final storage size,Diesel capacity,Cumulative cost ($),Cumulative system cost ($),Cumulative storage cost ($),Cumulative GHGs (kgCO2eq),Cumulative system GHGs (kgCO2eq),Cumulative energy (kWh),Cumulative discounted energy (kWh),Cumulative discounted storage energy (kWh),LCUE ($/kWh),LCSE ($/kWh),Emissions intensity (gCO2/kWh),Blackouts,Unmet energy fraction,Renewables fraction,Total energy (kWh),Unmet energy (kWh),Renewable energy (kWh),Storage energy (kWh),Grid energy (kWh),Diesel energy (kWh),Discounted energy (kWh),Discounted storage energy (kWh),Kerosene displacement,Diesel fuel usage (l),Total cost ($),Total system cost ($),New equipment cost ($),New storage cost ($),New connection cost ($),O&M cost ($),Diesel cost ($),Grid cost ($),Kerosene cost ($),Kerosene cost mitigated ($),Total GHGs (kgCO2eq),Total system GHGs (kgCO2eq),New equipment GHGs (kgCO2eq),New connection GHGs (kgCO2eq),O&M GHGs (kgCO2eq),Diesel GHGs (kgCO2eq),Grid GHGs (kgCO2eq),Kerosene GHGs (kgCO2eq),Kerosene GHGs mitigated (kgCO2eq)
0,0.0,5.0,8.567350499999998,9.475584999999988,8.138982974999998,8.694765765170962,0.0,9636.11,9636.11,3316.45,20901.17,20901.17,39609.665,31412.762,6188.034,0.307,0.536,527.679,0.044,0.049,1.0,39609.665,2014.595,31801.472,7808.192,0.0,0.0,31412.762,6188.034,0.0,0.0,9636.11,9636.11,9088.79,3316.45,0.0,547.32,0.0,0.0,0.0,0.0,20901.17,20901.17,20901.17,0.0,0.0,0.0,0.0,0.0,0.0
0,5.0,10.0,9.312337500000014,8.694765765170962,8.846720625000014,7.958927925461836,0.0,10432.69,10432.69,3316.45,23537.43,23537.43,79206.645,50919.114,9817.276,0.205,0.338,297.165,0.039,0.049,1.0,39596.98,2003.342,32238.601,7358.378,0.0,0.0,19506.352,3629.242,0.0,0.0,796.58,796.58,466.82,0.0,0.0,329.76,0.0,0.0,0.0,0.0,2636.26,2636.26,2636.26,0.0,0.0,0.0,0.0,0.0,0.0
