,Start year,End year,Initial PV size,Initial storage size,Final PV size,Final storage size,Diesel capacity,Cumulative cost ($),Cumulative system cost ($),Cumulative storage cost ($),Cumulative GHGs (kgCO2eq),Cumulative system GHGs (kgCO2eq),Cumulative energy (kWh),Cumulative discounted energy (kWh),Cumulative discounted storage energy (kWh),LCUE ($/kWh),LCSE ($/kWh),Emissions intensity (gCO2/kWh),Blackouts,Unmet energy fraction,Renewables fraction,Total energy (kWh),Unmet energy (kWh),Renewable energy (kWh),Storage energy (kWh),Grid energy (kWh),Diesel energy (kWh),Discounted energy (kWh),Discounted storage energy (kWh),Kerosene displacement,Diesel fuel usage (l),Total cost ($),Total system cost ($),New equipment cost ($),New storage cost ($),New connection cost ($),O&M cost ($),Diesel cost ($),Grid cost ($),Kerosene cost ($),Kerosene cost mitigated ($),Total GHGs (kgCO2eq),Total system GHGs (kgCO2eq),New equipment GHGs (kgCO2eq),New connection GHGs (kgCO2eq),O&M GHGs (kgCO2eq),Diesel GHGs (kgCO2eq),Grid GHGs (kgCO2eq),Kerosene GHGs (kgCO2eq),Kerosene GHGs mitigated (kgCO2eq)
0,0.0,5.0,44.580282400000044,111.4507059999999,42.35126828000004,105.26276353470706,0.0,74364.15,74364.15,39007.75,118516.1,118516.1,115278.87,84473.587,45481.259,0.88,0.858,1028.082,0.025,0.046,1.0,115278.87,5079.156,53399.446,61879.425,0.0,0.0,84473.587,45481.259,0.0,0.0,74364.15,74364.15,69044.16,39007.75,0.0,5319.99,0.0,0.0,0.0,0.0,118516.1,118516.1,118516.1,0.0,0.0,0.0,0.0,0.0,0.0
0,5.0,10.0,167.176059,390.0774710000004,158.81725605,362.5480990565051,0.0,194587.77,194587.77,138692.9,443684.75,443684.75,743195.416,381700.567,177130.758,0.51,0.783,596.996,0.037,0.05,1.0,627916.546,30766.138,352622.826,275293.719,0.0,0.0,297226.98,131649.499,0.0,0.0,120223.62,120223.62,108524.44,99685.15,0.0,11699.17,0.0,0.0,0.0,0.0,325168.65,325168.65,325168.65,0.0,0.0,0.0,0.0,0.0,0.0
