,Start year,End year,Initial PV size,Initial storage size,Final PV size,Final storage size,Diesel capacity,Cumulative cost ($),Cumulative system cost ($),Cumulative storage cost ($),Cumulative GHGs (kgCO2eq),Cumulative system GHGs (kgCO2eq),Cumulative energy (kWh),Cumulative discounted energy (kWh),Cumulative discounted storage energy (kWh),LCUE ($/kWh),LCSE ($/kWh),Emissions intensity (gCO2/kWh),Blackouts,Unmet energy fraction,Renewables fraction,Total energy (kWh),Unmet energy (kWh),Renewable energy (kWh),Storage energy (kWh),Grid energy (kWh),Diesel energy (kWh),Discounted energy (kWh),Discounted storage energy (kWh),Kerosene displacement,Diesel fuel usage (l),Total cost ($),Total system cost ($),New equipment cost ($),New storage cost ($),New connection cost ($),O&M cost ($),Diesel cost ($),Grid cost ($),Kerosene cost ($),Kerosene cost mitigated ($),Total GHGs (kgCO2eq),Total system GHGs (kgCO2eq),New equipment GHGs (kgCO2eq),New connection GHGs (kgCO2eq),O&M GHGs (kgCO2eq),Diesel GHGs (kgCO2eq),Grid GHGs (kgCO2eq),Kerosene GHGs (kgCO2eq),Kerosene GHGs mitigated (kgCO2eq)
0,0.0,5.0,11.605461399999996,17.854555999999988,11.025188329999995,16.356848529859423,0.0,15009.44,15009.44,6249.09,29100.99,29100.99,56069.073,43186.517,11248.183,0.348,0.556,519.02,0.07,0.05,1.0,56069.073,2827.43,41091.999,14977.075,0.0,0.0,43186.517,11248.183,0.0,0.0,15009.44,15009.44,14068.39,6249.09,0.0,941.05,0.0,0.0,0.0,0.0,29100.99,29100.99,29100.99,0.0,0.0,0.0,0.0,0.0,0.0
0,5.0,10.0,18.747283799999966,46.86820949999998,17.809919609999966,41.61453877123099,0.0,25776.620000000003,25776.620000000003,16928.07,51241.06,51241.06,178611.374,103327.338,37055.521,0.249,0.457,286.886,0.094,0.05,1.0,122542.301,6102.556,70005.593,52536.707,0.0,0.0,60140.821,25807.338,0.0,0.0,10767.18,10767.18,9378.05,10678.98,0.0,1389.13,0.0,0.0,0.0,0.0,22140.07,22140.07,22140.07,0.0,0.0,0.0,0.0,0.0,0.0
