,Start year,End year,Initial PV size,Initial storage size,Final PV size,Final storage size,Diesel capacity,Cumulative cost ($),Cumulative system cost ($),Cumulative storage cost ($),Cumulative GHGs (kgCO2eq),Cumulative system GHGs (kgCO2eq),Cumulative energy (kWh),Cumulative discounted energy (kWh),Cumulative discounted storage energy (kWh),LCUE ($/kWh),LCSE ($/kWh),Emissions intensity (gCO2/kWh),Blackouts,Unmet energy fraction,Renewables fraction,Total energy (kWh),Unmet energy (kWh),Renewable energy (kWh),Storage energy (kWh),Grid energy (kWh),Diesel energy (kWh),Discounted energy (kWh),Discounted storage energy (kWh),Kerosene displacement,Diesel fuel usage (l),Total cost ($),Total system cost ($),New equipment cost ($),New storage cost ($),New connection cost ($),O&M cost ($),Diesel cost ($),Grid cost ($),Kerosene cost ($),Kerosene cost mitigated ($),Total GHGs (kgCO2eq),Total system GHGs (kgCO2eq),New equipment GHGs (kgCO2eq),New connection GHGs (kgCO2eq),O&M GHGs (kgCO2eq),Diesel GHGs (kgCO2eq),Grid GHGs (kgCO2eq),Kerosene GHGs (kgCO2eq),Kerosene GHGs mitigated (kgCO2eq)
0,0.0,5.0,15.237296999999998,46.558407499999824,14.475432149999998,42.91628501653376,0.0,28716.8,28716.8,16295.44,41837.19,41837.19,66492.561,49569.928,27224.273,0.579,0.599,629.201,0.049,0.049,1.0,66492.561,3119.776,30071.336,36421.225,0.0,0.0,49569.928,27224.273,0.0,0.0,28716.8,28716.8,26561.72,16295.44,0.0,2155.07,0.0,0.0,0.0,0.0,41837.19,41837.19,41837.19,0.0,0.0,0.0,0.0,0.0,0.0
0,5.0,10.0,33.860659999999996,88.88423249999977,32.167626999999996,78.74583313913136,0.0,48542.99,48542.99,32384.22,92608.33,92608.33,269303.925,148098.37699999998,76781.659,0.328,0.422,343.88,0.086,0.05,1.0,202811.364,9877.981,101427.37,101383.994,0.0,0.0,98528.449,49557.386,0.0,0.0,19826.19,19826.19,17212.65,16088.78,0.0,2613.54,0.0,0.0,0.0,0.0,50771.14,50771.14,50771.14,0.0,0.0,0.0,0.0,0.0,0.0
