# Renewables.ninja Solar PV (Point API) - 22.779, 84.404 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060,,,,,,,,,,,,,,,,,
# Units: time in UTC, local_time in Asia/Kolkata, electricity in kW, irradiance_direct in kW/m², irradiance_diffuse in kW/m², temperature in ºC,,,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Asia/Kolkata"""," ""electricity"": ""kW"""," ""irradiance_direct"": ""kW/m\u00b2"""," ""irradiance_diffuse"": ""kW/m\u00b2"""," ""temperature"": ""\u00baC""}"," ""params"": {""local_time"": true"," ""header"": true"," ""lat"": ""22.7789"""," ""lon"": ""84.4044"""," ""date_from"": ""2019-01-01"""," ""date_to"": ""2019-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""1"""," ""system_loss"": ""0.1"""," ""tracking"": ""0"""," ""tilt"": ""19"""," ""azim"": ""180"""," ""raw"": true}}"
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,,,,,,,,,,,,,
01/01/2019 00:00,01/01/2019 05:30,0,0,0,5.67,,,,,,,,,,,,,
01/01/2019 01:00,01/01/2019 06:30,0.068,0.051,0.036,6.693,,,,,,,,,,,,,
01/01/2019 02:00,01/01/2019 07:30,0.29,0.238,0.091,11.303,,,,,,,,,,,,,
01/01/2019 03:00,01/01/2019 08:30,0.487,0.465,0.102,14.432,,,,,,,,,,,,,
01/01/2019 04:00,01/01/2019 09:30,0.614,0.642,0.107,18.125,,,,,,,,,,,,,
01/01/2019 05:00,01/01/2019 10:30,0.685,0.75,0.108,20.194,,,,,,,,,,,,,
01/01/2019 06:00,01/01/2019 11:30,0.724,0.827,0.098,21.44,,,,,,,,,,,,,
01/01/2019 07:00,01/01/2019 12:30,0.68,0.763,0.099,22.352,,,,,,,,,,,,,
01/01/2019 08:00,01/01/2019 13:30,0.586,0.629,0.098,22.693,,,,,,,,,,,,,
01/01/2019 09:00,01/01/2019 14:30,0.442,0.442,0.092,22.387,,,,,,,,,,,,,
01/01/2019 10:00,01/01/2019 15:30,0.236,0.205,0.078,21.141,,,,,,,,,,,,,
01/01/2019 11:00,01/01/2019 16:30,0.025,0.022,0.02,18.482,,,,,,,,,,,,,
01/01/2019 12:00,01/01/2019 17:30,0,0,0,16.905,,,,,,,,,,,,,
01/01/2019 13:00,01/01/2019 18:30,0,0,0,15.909,,,,,,,,,,,,,
01/01/2019 14:00,01/01/2019 19:30,0,0,0,15.192,,,,,,,,,,,,,
01/01/2019 15:00,01/01/2019 20:30,0,0,0,14.518,,,,,,,,,,,,,
01/01/2019 16:00,01/01/2019 21:30,0,0,0,13.582,,,,,,,,,,,,,
01/01/2019 17:00,01/01/2019 22:30,0,0,0,12.176,,,,,,,,,,,,,
01/01/2019 18:00,01/01/2019 23:30,0,0,0,11.402,,,,,,,,,,,,,
01/01/2019 19:00,02/01/2019 00:30,0,0,0,10.457,,,,,,,,,,,,,
01/01/2019 20:00,02/01/2019 01:30,0,0,0,9.715,,,,,,,,,,,,,
01/01/2019 21:00,02/01/2019 02:30,0,0,0,9.192,,,,,,,,,,,,,
01/01/2019 22:00,02/01/2019 03:30,0,0,0,8.765,,,,,,,,,,,,,
01/01/2019 23:00,02/01/2019 04:30,0,0,0,8.367,,,,,,,,,,,,,
02/01/2019 00:00,02/01/2019 05:30,0,0,0,8.029,,,,,,,,,,,,,
02/01/2019 01:00,02/01/2019 06:30,0.084,0.071,0.034,8.621,,,,,,,,,,,,,
02/01/2019 02:00,02/01/2019 07:30,0.319,0.286,0.077,12.42,,,,,,,,,,,,,
02/01/2019 03:00,02/01/2019 08:30,0.513,0.516,0.086,15.328,,,,,,,,,,,,,
02/01/2019 04:00,02/01/2019 09:30,0.635,0.691,0.092,19.373,,,,,,,,,,,,,
02/01/2019 05:00,02/01/2019 10:30,0.7,0.796,0.095,21.962,,,,,,,,,,,,,
02/01/2019 06:00,02/01/2019 11:30,0.719,0.833,0.094,23.256,,,,,,,,,,,,,
02/01/2019 07:00,02/01/2019 12:30,0.684,0.783,0.093,23.912,,,,,,,,,,,,,
02/01/2019 08:00,02/01/2019 13:30,0.595,0.654,0.091,24.077,,,,,,,,,,,,,
02/01/2019 09:00,02/01/2019 14:30,0.432,0.429,0.095,23.459,,,,,,,,,,,,,
02/01/2019 10:00,02/01/2019 15:30,0.226,0.19,0.081,21.46,,,,,,,,,,,,,
02/01/2019 11:00,02/01/2019 16:30,0.024,0.021,0.02,17.855,,,,,,,,,,,,,
02/01/2019 12:00,02/01/2019 17:30,0,0,0,16.186,,,,,,,,,,,,,
02/01/2019 13:00,02/01/2019 18:30,0,0,0,15.051,,,,,,,,,,,,,
02/01/2019 14:00,02/01/2019 19:30,0,0,0,13.897,,,,,,,,,,,,,
02/01/2019 15:00,02/01/2019 20:30,0,0,0,12.997,,,,,,,,,,,,,
02/01/2019 16:00,02/01/2019 21:30,0,0,0,12.076,,,,,,,,,,,,,
02/01/2019 17:00,02/01/2019 22:30,0,0,0,11.153,,,,,,,,,,,,,
02/01/2019 18:00,02/01/2019 23:30,0,0,0,10.323,,,,,,,,,,,,,
02/01/2019 19:00,03/01/2019 00:30,0,0,0,9.646,,,,,,,,,,,,,
02/01/2019 20:00,03/01/2019 01:30,0,0,0,8.997,,,,,,,,,,,,,
02/01/2019 21:00,03/01/2019 02:30,0,0,0,8.476,,,,,,,,,,,,,
02/01/2019 22:00,03/01/2019 03:30,0,0,0,8.113,,,,,,,,,,,,,
02/01/2019 23:00,03/01/2019 04:30,0,0,0,7.951,,,,,,,,,,,,,
03/01/2019 00:00,03/01/2019 05:30,0,0,0,7.878,,,,,,,,,,,,,
03/01/2019 01:00,03/01/2019 06:30,0.078,0.064,0.035,8.799,,,,,,,,,,,,,
03/01/2019 02:00,03/01/2019 07:30,0.31,0.274,0.081,13.411,,,,,,,,,,,,,
03/01/2019 03:00,03/01/2019 08:30,0.507,0.514,0.087,16.78,,,,,,,,,,,,,
03/01/2019 04:00,03/01/2019 09:30,0.634,0.696,0.09,20.416,,,,,,,,,,,,,
03/01/2019 05:00,03/01/2019 10:30,0.703,0.807,0.091,22.655,,,,,,,,,,,,,
03/01/2019 06:00,03/01/2019 11:30,0.727,0.852,0.089,23.533,,,,,,,,,,,,,
03/01/2019 07:00,03/01/2019 12:30,0.692,0.801,0.088,23.896,,,,,,,,,,,,,
03/01/2019 08:00,03/01/2019 13:30,0.603,0.67,0.086,23.776,,,,,,,,,,,,,
03/01/2019 09:00,03/01/2019 14:30,0.456,0.471,0.082,23.059,,,,,,,,,,,,,
03/01/2019 10:00,03/01/2019 15:30,0.248,0.224,0.072,21.107,,,,,,,,,,,,,
03/01/2019 11:00,03/01/2019 16:30,0.03,0.028,0.02,17.243,,,,,,,,,,,,,
03/01/2019 12:00,03/01/2019 17:30,0,0,0,15.599,,,,,,,,,,,,,
03/01/2019 13:00,03/01/2019 18:30,0,0,0,14.468,,,,,,,,,,,,,
03/01/2019 14:00,03/01/2019 19:30,0,0,0,13.218,,,,,,,,,,,,,
03/01/2019 15:00,03/01/2019 20:30,0,0,0,11.976,,,,,,,,,,,,,
03/01/2019 16:00,03/01/2019 21:30,0,0,0,10.813,,,,,,,,,,,,,
03/01/2019 17:00,03/01/2019 22:30,0,0,0,9.81,,,,,,,,,,,,,
03/01/2019 18:00,03/01/2019 23:30,0,0,0,9.004,,,,,,,,,,,,,
03/01/2019 19:00,04/01/2019 00:30,0,0,0,8.343,,,,,,,,,,,,,
03/01/2019 20:00,04/01/2019 01:30,0,0,0,7.838,,,,,,,,,,,,,
03/01/2019 21:00,04/01/2019 02:30,0,0,0,7.505,,,,,,,,,,,,,
03/01/2019 22:00,04/01/2019 03:30,0,0,0,7.237,,,,,,,,,,,,,
03/01/2019 23:00,04/01/2019 04:30,0,0,0,6.943,,,,,,,,,,,,,
04/01/2019 00:00,04/01/2019 05:30,0,0,0,6.702,,,,,,,,,,,,,
04/01/2019 01:00,04/01/2019 06:30,0.082,0.067,0.036,7.815,,,,,,,,,,,,,
04/01/2019 02:00,04/01/2019 07:30,0.301,0.256,0.087,12.505,,,,,,,,,,,,,
04/01/2019 03:00,04/01/2019 08:30,0.463,0.427,0.113,15.522,,,,,,,,,,,,,
04/01/2019 04:00,04/01/2019 09:30,0.591,0.602,0.118,19.222,,,,,,,,,,,,,
04/01/2019 05:00,04/01/2019 10:30,0.678,0.745,0.11,21.345,,,,,,,,,,,,,
04/01/2019 06:00,04/01/2019 11:30,0.726,0.84,0.094,22.64,,,,,,,,,,,,,
04/01/2019 07:00,04/01/2019 12:30,0.693,0.798,0.09,23.355,,,,,,,,,,,,,
04/01/2019 08:00,04/01/2019 13:30,0.603,0.667,0.088,23.535,,,,,,,,,,,,,
04/01/2019 09:00,04/01/2019 14:30,0.455,0.469,0.084,23.069,,,,,,,,,,,,,
04/01/2019 10:00,04/01/2019 15:30,0.248,0.223,0.073,21.761,,,,,,,,,,,,,
04/01/2019 11:00,04/01/2019 16:30,0.03,0.027,0.02,19.589,,,,,,,,,,,,,
04/01/2019 12:00,04/01/2019 17:30,0,0,0,18.254,,,,,,,,,,,,,
04/01/2019 13:00,04/01/2019 18:30,0,0,0,16.851,,,,,,,,,,,,,
04/01/2019 14:00,04/01/2019 19:30,0,0,0,15.371,,,,,,,,,,,,,
04/01/2019 15:00,04/01/2019 20:30,0,0,0,14.105,,,,,,,,,,,,,
04/01/2019 16:00,04/01/2019 21:30,0,0,0,12.833,,,,,,,,,,,,,
04/01/2019 17:00,04/01/2019 22:30,0,0,0,11.426,,,,,,,,,,,,,
04/01/2019 18:00,04/01/2019 23:30,0,0,0,9.999,,,,,,,,,,,,,
04/01/2019 19:00,05/01/2019 00:30,0,0,0,8.924,,,,,,,,,,,,,
04/01/2019 20:00,05/01/2019 01:30,0,0,0,8.318,,,,,,,,,,,,,
04/01/2019 21:00,05/01/2019 02:30,0,0,0,8.031,,,,,,,,,,,,,
04/01/2019 22:00,05/01/2019 03:30,0,0,0,8.034,,,,,,,,,,,,,
04/01/2019 23:00,05/01/2019 04:30,0,0,0,8.206,,,,,,,,,,,,,
05/01/2019 00:00,05/01/2019 05:30,0,0,0,8.396,,,,,,,,,,,,,
05/01/2019 01:00,05/01/2019 06:30,0.089,0.076,0.035,9.455,,,,,,,,,,,,,
05/01/2019 02:00,05/01/2019 07:30,0.326,0.297,0.076,13.242,,,,,,,,,,,,,
05/01/2019 03:00,05/01/2019 08:30,0.517,0.527,0.085,16.297,,,,,,,,,,,,,
05/01/2019 04:00,05/01/2019 09:30,0.637,0.698,0.092,20.116,,,,,,,,,,,,,
05/01/2019 05:00,05/01/2019 10:30,0.696,0.783,0.1,21.847,,,,,,,,,,,,,
05/01/2019 06:00,05/01/2019 11:30,0.702,0.791,0.107,22.807,,,,,,,,,,,,,
05/01/2019 07:00,05/01/2019 12:30,0.667,0.741,0.106,23.331,,,,,,,,,,,,,
05/01/2019 08:00,05/01/2019 13:30,0.572,0.604,0.107,23.356,,,,,,,,,,,,,
05/01/2019 09:00,05/01/2019 14:30,0.423,0.408,0.103,22.934,,,,,,,,,,,,,
05/01/2019 10:00,05/01/2019 15:30,0.216,0.174,0.086,21.715,,,,,,,,,,,,,
05/01/2019 11:00,05/01/2019 16:30,0.023,0.019,0.021,18.854,,,,,,,,,,,,,
05/01/2019 12:00,05/01/2019 17:30,0,0,0,17.102,,,,,,,,,,,,,
05/01/2019 13:00,05/01/2019 18:30,0,0,0,16.538,,,,,,,,,,,,,
05/01/2019 14:00,05/01/2019 19:30,0,0,0,16.13,,,,,,,,,,,,,
05/01/2019 15:00,05/01/2019 20:30,0,0,0,15.551,,,,,,,,,,,,,
05/01/2019 16:00,05/01/2019 21:30,0,0,0,15.194,,,,,,,,,,,,,
05/01/2019 17:00,05/01/2019 22:30,0,0,0,14.583,,,,,,,,,,,,,
05/01/2019 18:00,05/01/2019 23:30,0,0,0,13.401,,,,,,,,,,,,,
05/01/2019 19:00,06/01/2019 00:30,0,0,0,12.24,,,,,,,,,,,,,
05/01/2019 20:00,06/01/2019 01:30,0,0,0,11.481,,,,,,,,,,,,,
05/01/2019 21:00,06/01/2019 02:30,0,0,0,11.103,,,,,,,,,,,,,
05/01/2019 22:00,06/01/2019 03:30,0,0,0,10.79,,,,,,,,,,,,,
05/01/2019 23:00,06/01/2019 04:30,0,0,0,10.786,,,,,,,,,,,,,
06/01/2019 00:00,06/01/2019 05:30,0,0,0,10.69,,,,,,,,,,,,,
06/01/2019 01:00,06/01/2019 06:30,0.074,0.058,0.037,11.281,,,,,,,,,,,,,
06/01/2019 02:00,06/01/2019 07:30,0.3,0.257,0.088,14.31,,,,,,,,,,,,,
06/01/2019 03:00,06/01/2019 08:30,0.492,0.484,0.098,17.043,,,,,,,,,,,,,
06/01/2019 04:00,06/01/2019 09:30,0.617,0.659,0.103,20.71,,,,,,,,,,,,,
06/01/2019 05:00,06/01/2019 10:30,0.684,0.763,0.107,22.623,,,,,,,,,,,,,
06/01/2019 06:00,06/01/2019 11:30,0.71,0.813,0.102,23.761,,,,,,,,,,,,,
06/01/2019 07:00,06/01/2019 12:30,0.671,0.756,0.103,24.336,,,,,,,,,,,,,
06/01/2019 08:00,06/01/2019 13:30,0.579,0.623,0.102,24.454,,,,,,,,,,,,,
06/01/2019 09:00,06/01/2019 14:30,0.434,0.431,0.096,23.985,,,,,,,,,,,,,
06/01/2019 10:00,06/01/2019 15:30,0.227,0.19,0.083,22.469,,,,,,,,,,,,,
06/01/2019 11:00,06/01/2019 16:30,0.025,0.021,0.021,18.626,,,,,,,,,,,,,
06/01/2019 12:00,06/01/2019 17:30,0,0,0,16.474,,,,,,,,,,,,,
06/01/2019 13:00,06/01/2019 18:30,0,0,0,15.48,,,,,,,,,,,,,
06/01/2019 14:00,06/01/2019 19:30,0,0,0,14.816,,,,,,,,,,,,,
06/01/2019 15:00,06/01/2019 20:30,0,0,0,14.514,,,,,,,,,,,,,
06/01/2019 16:00,06/01/2019 21:30,0,0,0,14.208,,,,,,,,,,,,,
06/01/2019 17:00,06/01/2019 22:30,0,0,0,13.749,,,,,,,,,,,,,
06/01/2019 18:00,06/01/2019 23:30,0,0,0,13.126,,,,,,,,,,,,,
06/01/2019 19:00,07/01/2019 00:30,0,0,0,12.439,,,,,,,,,,,,,
06/01/2019 20:00,07/01/2019 01:30,0,0,0,11.654,,,,,,,,,,,,,
06/01/2019 21:00,07/01/2019 02:30,0,0,0,11.353,,,,,,,,,,,,,
06/01/2019 22:00,07/01/2019 03:30,0,0,0,11.445,,,,,,,,,,,,,
06/01/2019 23:00,07/01/2019 04:30,0,0,0,11.565,,,,,,,,,,,,,
07/01/2019 00:00,07/01/2019 05:30,0,0,0,11.759,,,,,,,,,,,,,
07/01/2019 01:00,07/01/2019 06:30,0.067,0.049,0.039,12.373,,,,,,,,,,,,,
07/01/2019 02:00,07/01/2019 07:30,0.283,0.229,0.098,15.533,,,,,,,,,,,,,
07/01/2019 03:00,07/01/2019 08:30,0.475,0.451,0.113,18.156,,,,,,,,,,,,,
07/01/2019 04:00,07/01/2019 09:30,0.599,0.625,0.118,21.865,,,,,,,,,,,,,
07/01/2019 05:00,07/01/2019 10:30,0.667,0.728,0.124,23.817,,,,,,,,,,,,,
07/01/2019 06:00,07/01/2019 11:30,0.647,0.675,0.148,24.457,,,,,,,,,,,,,
07/01/2019 07:00,07/01/2019 12:30,0.606,0.612,0.153,24.725,,,,,,,,,,,,,
07/01/2019 08:00,07/01/2019 13:30,0.51,0.477,0.153,24.569,,,,,,,,,,,,,
07/01/2019 09:00,07/01/2019 14:30,0.358,0.287,0.145,23.829,,,,,,,,,,,,,
07/01/2019 10:00,07/01/2019 15:30,0.163,0.095,0.106,21.85,,,,,,,,,,,,,
07/01/2019 11:00,07/01/2019 16:30,0.014,0.009,0.02,18.14,,,,,,,,,,,,,
07/01/2019 12:00,07/01/2019 17:30,0,0,0,16.153,,,,,,,,,,,,,
07/01/2019 13:00,07/01/2019 18:30,0,0,0,14.99,,,,,,,,,,,,,
07/01/2019 14:00,07/01/2019 19:30,0,0,0,14.006,,,,,,,,,,,,,
07/01/2019 15:00,07/01/2019 20:30,0,0,0,13.241,,,,,,,,,,,,,
07/01/2019 16:00,07/01/2019 21:30,0,0,0,12.723,,,,,,,,,,,,,
07/01/2019 17:00,07/01/2019 22:30,0,0,0,12.032,,,,,,,,,,,,,
07/01/2019 18:00,07/01/2019 23:30,0,0,0,11.406,,,,,,,,,,,,,
07/01/2019 19:00,08/01/2019 00:30,0,0,0,10.923,,,,,,,,,,,,,
07/01/2019 20:00,08/01/2019 01:30,0,0,0,10.533,,,,,,,,,,,,,
07/01/2019 21:00,08/01/2019 02:30,0,0,0,10.17,,,,,,,,,,,,,
07/01/2019 22:00,08/01/2019 03:30,0,0,0,9.753,,,,,,,,,,,,,
07/01/2019 23:00,08/01/2019 04:30,0,0,0,9.379,,,,,,,,,,,,,
08/01/2019 00:00,08/01/2019 05:30,0,0,0,8.973,,,,,,,,,,,,,
08/01/2019 01:00,08/01/2019 06:30,0.048,0.028,0.039,9.64,,,,,,,,,,,,,
08/01/2019 02:00,08/01/2019 07:30,0.247,0.168,0.115,12.581,,,,,,,,,,,,,
08/01/2019 03:00,08/01/2019 08:30,0.449,0.39,0.134,15.79,,,,,,,,,,,,,
08/01/2019 04:00,08/01/2019 09:30,0.587,0.577,0.136,18.854,,,,,,,,,,,,,
08/01/2019 05:00,08/01/2019 10:30,0.663,0.691,0.138,20.754,,,,,,,,,,,,,
08/01/2019 06:00,08/01/2019 11:30,0.633,0.623,0.168,21.712,,,,,,,,,,,,,
08/01/2019 07:00,08/01/2019 12:30,0.595,0.568,0.17,22.161,,,,,,,,,,,,,
08/01/2019 08:00,08/01/2019 13:30,0.506,0.452,0.163,22.173,,,,,,,,,,,,,
08/01/2019 09:00,08/01/2019 14:30,0.366,0.29,0.146,21.696,,,,,,,,,,,,,
08/01/2019 10:00,08/01/2019 15:30,0.172,0.103,0.106,20.03,,,,,,,,,,,,,
08/01/2019 11:00,08/01/2019 16:30,0.016,0.01,0.021,16.248,,,,,,,,,,,,,
08/01/2019 12:00,08/01/2019 17:30,0,0,0,14.324,,,,,,,,,,,,,
08/01/2019 13:00,08/01/2019 18:30,0,0,0,13.262,,,,,,,,,,,,,
08/01/2019 14:00,08/01/2019 19:30,0,0,0,12.245,,,,,,,,,,,,,
08/01/2019 15:00,08/01/2019 20:30,0,0,0,11.377,,,,,,,,,,,,,
08/01/2019 16:00,08/01/2019 21:30,0,0,0,10.752,,,,,,,,,,,,,
08/01/2019 17:00,08/01/2019 22:30,0,0,0,10.281,,,,,,,,,,,,,
08/01/2019 18:00,08/01/2019 23:30,0,0,0,9.899,,,,,,,,,,,,,
08/01/2019 19:00,09/01/2019 00:30,0,0,0,9.575,,,,,,,,,,,,,
08/01/2019 20:00,09/01/2019 01:30,0,0,0,9.265,,,,,,,,,,,,,
08/01/2019 21:00,09/01/2019 02:30,0,0,0,8.896,,,,,,,,,,,,,
08/01/2019 22:00,09/01/2019 03:30,0,0,0,8.539,,,,,,,,,,,,,
08/01/2019 23:00,09/01/2019 04:30,0,0,0,8.219,,,,,,,,,,,,,
09/01/2019 00:00,09/01/2019 05:30,0,0,0,7.943,,,,,,,,,,,,,
09/01/2019 01:00,09/01/2019 06:30,0.071,0.052,0.039,8.964,,,,,,,,,,,,,
09/01/2019 02:00,09/01/2019 07:30,0.295,0.244,0.093,13.352,,,,,,,,,,,,,
09/01/2019 03:00,09/01/2019 08:30,0.49,0.475,0.103,16.593,,,,,,,,,,,,,
09/01/2019 04:00,09/01/2019 09:30,0.62,0.656,0.107,19.623,,,,,,,,,,,,,
09/01/2019 05:00,09/01/2019 10:30,0.692,0.764,0.109,21.026,,,,,,,,,,,,,
09/01/2019 06:00,09/01/2019 11:30,0.712,0.802,0.108,21.954,,,,,,,,,,,,,
09/01/2019 07:00,09/01/2019 12:30,0.674,0.746,0.108,22.444,,,,,,,,,,,,,
09/01/2019 08:00,09/01/2019 13:30,0.581,0.612,0.108,22.498,,,,,,,,,,,,,
09/01/2019 09:00,09/01/2019 14:30,0.42,0.395,0.109,21.945,,,,,,,,,,,,,
09/01/2019 10:00,09/01/2019 15:30,0.212,0.161,0.092,20.278,,,,,,,,,,,,,
09/01/2019 11:00,09/01/2019 16:30,0.023,0.017,0.022,16.401,,,,,,,,,,,,,
09/01/2019 12:00,09/01/2019 17:30,0,0,0,14.779,,,,,,,,,,,,,
09/01/2019 13:00,09/01/2019 18:30,0,0,0,14.022,,,,,,,,,,,,,
09/01/2019 14:00,09/01/2019 19:30,0,0,0,13.275,,,,,,,,,,,,,
09/01/2019 15:00,09/01/2019 20:30,0,0,0,12.337,,,,,,,,,,,,,
09/01/2019 16:00,09/01/2019 21:30,0,0,0,11.194,,,,,,,,,,,,,
09/01/2019 17:00,09/01/2019 22:30,0,0,0,10.156,,,,,,,,,,,,,
09/01/2019 18:00,09/01/2019 23:30,0,0,0,9.314,,,,,,,,,,,,,
09/01/2019 19:00,10/01/2019 00:30,0,0,0,8.684,,,,,,,,,,,,,
09/01/2019 20:00,10/01/2019 01:30,0,0,0,8.206,,,,,,,,,,,,,
09/01/2019 21:00,10/01/2019 02:30,0,0,0,7.835,,,,,,,,,,,,,
09/01/2019 22:00,10/01/2019 03:30,0,0,0,7.463,,,,,,,,,,,,,
09/01/2019 23:00,10/01/2019 04:30,0,0,0,7.184,,,,,,,,,,,,,
10/01/2019 00:00,10/01/2019 05:30,0,0,0,6.944,,,,,,,,,,,,,
10/01/2019 01:00,10/01/2019 06:30,0.083,0.066,0.038,8.113,,,,,,,,,,,,,
10/01/2019 02:00,10/01/2019 07:30,0.318,0.28,0.083,12.529,,,,,,,,,,,,,
10/01/2019 03:00,10/01/2019 08:30,0.512,0.514,0.09,15.909,,,,,,,,,,,,,
10/01/2019 04:00,10/01/2019 09:30,0.641,0.697,0.093,19.32,,,,,,,,,,,,,
10/01/2019 05:00,10/01/2019 10:30,0.711,0.808,0.094,21.14,,,,,,,,,,,,,
10/01/2019 06:00,10/01/2019 11:30,0.732,0.85,0.092,22.309,,,,,,,,,,,,,
10/01/2019 07:00,10/01/2019 12:30,0.695,0.797,0.092,22.936,,,,,,,,,,,,,
10/01/2019 08:00,10/01/2019 13:30,0.604,0.665,0.09,23.062,,,,,,,,,,,,,
10/01/2019 09:00,10/01/2019 14:30,0.454,0.463,0.087,22.668,,,,,,,,,,,,,
10/01/2019 10:00,10/01/2019 15:30,0.245,0.216,0.077,21.363,,,,,,,,,,,,,
10/01/2019 11:00,10/01/2019 16:30,0.032,0.028,0.022,18.551,,,,,,,,,,,,,
10/01/2019 12:00,10/01/2019 17:30,0,0,0,17.398,,,,,,,,,,,,,
10/01/2019 13:00,10/01/2019 18:30,0,0,0,16.575,,,,,,,,,,,,,
10/01/2019 14:00,10/01/2019 19:30,0,0,0,15.721,,,,,,,,,,,,,
10/01/2019 15:00,10/01/2019 20:30,0,0,0,14.963,,,,,,,,,,,,,
10/01/2019 16:00,10/01/2019 21:30,0,0,0,14.146,,,,,,,,,,,,,
10/01/2019 17:00,10/01/2019 22:30,0,0,0,12.922,,,,,,,,,,,,,
10/01/2019 18:00,10/01/2019 23:30,0,0,0,11.57,,,,,,,,,,,,,
10/01/2019 19:00,11/01/2019 00:30,0,0,0,10.487,,,,,,,,,,,,,
10/01/2019 20:00,11/01/2019 01:30,0,0,0,9.567,,,,,,,,,,,,,
10/01/2019 21:00,11/01/2019 02:30,0,0,0,8.896,,,,,,,,,,,,,
10/01/2019 22:00,11/01/2019 03:30,0,0,0,8.425,,,,,,,,,,,,,
10/01/2019 23:00,11/01/2019 04:30,0,0,0,8.17,,,,,,,,,,,,,
11/01/2019 00:00,11/01/2019 05:30,0,0,0,7.998,,,,,,,,,,,,,
11/01/2019 01:00,11/01/2019 06:30,0.081,0.063,0.039,8.899,,,,,,,,,,,,,
11/01/2019 02:00,11/01/2019 07:30,0.313,0.269,0.087,12.339,,,,,,,,,,,,,
11/01/2019 03:00,11/01/2019 08:30,0.507,0.499,0.097,15.537,,,,,,,,,,,,,
11/01/2019 04:00,11/01/2019 09:30,0.633,0.676,0.101,18.788,,,,,,,,,,,,,
11/01/2019 05:00,11/01/2019 10:30,0.703,0.782,0.104,20.316,,,,,,,,,,,,,
11/01/2019 06:00,11/01/2019 11:30,0.723,0.818,0.103,21.331,,,,,,,,,,,,,
11/01/2019 07:00,11/01/2019 12:30,0.684,0.763,0.103,21.923,,,,,,,,,,,,,
11/01/2019 08:00,11/01/2019 13:30,0.592,0.63,0.103,22.073,,,,,,,,,,,,,
11/01/2019 09:00,11/01/2019 14:30,0.42,0.393,0.11,21.636,,,,,,,,,,,,,
11/01/2019 10:00,11/01/2019 15:30,0.212,0.161,0.092,20.351,,,,,,,,,,,,,
11/01/2019 11:00,11/01/2019 16:30,0.024,0.018,0.022,17.286,,,,,,,,,,,,,
11/01/2019 12:00,11/01/2019 17:30,0,0,0,15.703,,,,,,,,,,,,,
11/01/2019 13:00,11/01/2019 18:30,0,0,0,14.761,,,,,,,,,,,,,
11/01/2019 14:00,11/01/2019 19:30,0,0,0,13.803,,,,,,,,,,,,,
11/01/2019 15:00,11/01/2019 20:30,0,0,0,13.098,,,,,,,,,,,,,
11/01/2019 16:00,11/01/2019 21:30,0,0,0,12.507,,,,,,,,,,,,,
11/01/2019 17:00,11/01/2019 22:30,0,0,0,11.768,,,,,,,,,,,,,
11/01/2019 18:00,11/01/2019 23:30,0,0,0,10.814,,,,,,,,,,,,,
11/01/2019 19:00,12/01/2019 00:30,0,0,0,9.752,,,,,,,,,,,,,
11/01/2019 20:00,12/01/2019 01:30,0,0,0,8.894,,,,,,,,,,,,,
11/01/2019 21:00,12/01/2019 02:30,0,0,0,8.444,,,,,,,,,,,,,
11/01/2019 22:00,12/01/2019 03:30,0,0,0,8.179,,,,,,,,,,,,,
11/01/2019 23:00,12/01/2019 04:30,0,0,0,7.993,,,,,,,,,,,,,
12/01/2019 00:00,12/01/2019 05:30,0,0,0,7.898,,,,,,,,,,,,,
12/01/2019 01:00,12/01/2019 06:30,0.07,0.05,0.041,9.025,,,,,,,,,,,,,
12/01/2019 02:00,12/01/2019 07:30,0.294,0.238,0.098,13.133,,,,,,,,,,,,,
12/01/2019 03:00,12/01/2019 08:30,0.488,0.464,0.11,16.188,,,,,,,,,,,,,
12/01/2019 04:00,12/01/2019 09:30,0.615,0.642,0.115,20.085,,,,,,,,,,,,,
12/01/2019 05:00,12/01/2019 10:30,0.682,0.744,0.12,21.96,,,,,,,,,,,,,
12/01/2019 06:00,12/01/2019 11:30,0.671,0.715,0.137,22.975,,,,,,,,,,,,,
12/01/2019 07:00,12/01/2019 12:30,0.632,0.657,0.14,23.527,,,,,,,,,,,,,
12/01/2019 08:00,12/01/2019 13:30,0.536,0.522,0.14,23.603,,,,,,,,,,,,,
12/01/2019 09:00,12/01/2019 14:30,0.382,0.324,0.135,23.152,,,,,,,,,,,,,
12/01/2019 10:00,12/01/2019 15:30,0.181,0.116,0.104,21.798,,,,,,,,,,,,,
12/01/2019 11:00,12/01/2019 16:30,0.018,0.012,0.022,18.957,,,,,,,,,,,,,
12/01/2019 12:00,12/01/2019 17:30,0,0,0,17.167,,,,,,,,,,,,,
12/01/2019 13:00,12/01/2019 18:30,0,0,0,16.051,,,,,,,,,,,,,
12/01/2019 14:00,12/01/2019 19:30,0,0,0,14.905,,,,,,,,,,,,,
12/01/2019 15:00,12/01/2019 20:30,0,0,0,14.029,,,,,,,,,,,,,
12/01/2019 16:00,12/01/2019 21:30,0,0,0,13.309,,,,,,,,,,,,,
