# Renewables.ninja Solar PV (Point API) - 22.779, 84.404 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060,,,,,,,,,,,,,,,,,
# Units: time in UTC, local_time in Asia/Kolkata, electricity in kW, irradiance_direct in kW/m², irradiance_diffuse in kW/m², temperature in ºC,,,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Asia/Kolkata"""," ""electricity"": ""kW"""," ""irradiance_direct"": ""kW/m\u00b2"""," ""irradiance_diffuse"": ""kW/m\u00b2"""," ""temperature"": ""\u00baC""}"," ""params"": {""local_time"": true"," ""header"": true"," ""lat"": ""22.7789"""," ""lon"": ""84.4044"""," ""date_from"": ""2019-01-01"""," ""date_to"": ""2019-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""1"""," ""system_loss"": ""0.1"""," ""tracking"": ""0"""," ""tilt"": ""19"""," ""azim"": ""180"""," ""raw"": true}}"
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,,,,,,,,,,,,,
01/03/2019 04:00,01/03/2019 09:30,0.704,0.807,0.092,22.465,,,,,,,,,,,,,
01/03/2019 05:00,01/03/2019 10:30,0.768,0.918,0.096,24.415,,,,,,,,,,,,,
01/03/2019 06:00,01/03/2019 11:30,0.783,0.951,0.096,25.818,,,,,,,,,,,,,
01/03/2019 07:00,01/03/2019 12:30,0.747,0.898,0.095,26.715,,,,,,,,,,,,,
01/03/2019 08:00,01/03/2019 13:30,0.66,0.764,0.093,27.072,,,,,,,,,,,,,
01/03/2019 09:00,01/03/2019 14:30,0.52,0.562,0.089,26.866,,,,,,,,,,,,,
01/03/2019 10:00,01/03/2019 15:30,0.325,0.312,0.083,26.033,,,,,,,,,,,,,
01/03/2019 11:00,01/03/2019 16:30,0.098,0.072,0.056,23.575,,,,,,,,,,,,,
01/03/2019 12:00,01/03/2019 17:30,0,0,0.001,20.598,,,,,,,,,,,,,
01/03/2019 13:00,01/03/2019 18:30,0,0,0,19.133,,,,,,,,,,,,,
01/03/2019 14:00,01/03/2019 19:30,0,0,0,17.669,,,,,,,,,,,,,
01/03/2019 15:00,01/03/2019 20:30,0,0,0,16.183,,,,,,,,,,,,,
01/03/2019 16:00,01/03/2019 21:30,0,0,0,14.78,,,,,,,,,,,,,
01/03/2019 17:00,01/03/2019 22:30,0,0,0,13.941,,,,,,,,,,,,,
01/03/2019 18:00,01/03/2019 23:30,0,0,0,13.305,,,,,,,,,,,,,
01/03/2019 19:00,02/03/2019 00:30,0,0,0,12.78,,,,,,,,,,,,,
01/03/2019 20:00,02/03/2019 01:30,0,0,0,12.298,,,,,,,,,,,,,
01/03/2019 21:00,02/03/2019 02:30,0,0,0,11.837,,,,,,,,,,,,,
01/03/2019 22:00,02/03/2019 03:30,0,0,0,11.416,,,,,,,,,,,,,
01/03/2019 23:00,02/03/2019 04:30,0,0,0,11.008,,,,,,,,,,,,,
02/03/2019 00:00,02/03/2019 05:30,0.002,0.002,0.007,10.739,,,,,,,,,,,,,
02/03/2019 01:00,02/03/2019 06:30,0.179,0.149,0.062,14.007,,,,,,,,,,,,,
02/03/2019 02:00,02/03/2019 07:30,0.412,0.408,0.076,17.829,,,,,,,,,,,,,
02/03/2019 03:00,02/03/2019 08:30,0.589,0.647,0.081,21.824,,,,,,,,,,,,,
02/03/2019 04:00,02/03/2019 09:30,0.707,0.829,0.086,24.378,,,,,,,,,,,,,
02/03/2019 05:00,02/03/2019 10:30,0.77,0.939,0.09,26.309,,,,,,,,,,,,,
02/03/2019 06:00,02/03/2019 11:30,0.781,0.963,0.093,27.666,,,,,,,,,,,,,
02/03/2019 07:00,02/03/2019 12:30,0.744,0.906,0.093,28.532,,,,,,,,,,,,,
02/03/2019 08:00,02/03/2019 13:30,0.657,0.769,0.092,28.92,,,,,,,,,,,,,
02/03/2019 09:00,02/03/2019 14:30,0.515,0.562,0.09,28.738,,,,,,,,,,,,,
02/03/2019 10:00,02/03/2019 15:30,0.322,0.311,0.084,28.002,,,,,,,,,,,,,
02/03/2019 11:00,02/03/2019 16:30,0.097,0.071,0.057,25.995,,,,,,,,,,,,,
02/03/2019 12:00,02/03/2019 17:30,0,0,0.001,23.266,,,,,,,,,,,,,
02/03/2019 13:00,02/03/2019 18:30,0,0,0,21.581,,,,,,,,,,,,,
02/03/2019 14:00,02/03/2019 19:30,0,0,0,20.56,,,,,,,,,,,,,
02/03/2019 15:00,02/03/2019 20:30,0,0,0,19.746,,,,,,,,,,,,,
02/03/2019 16:00,02/03/2019 21:30,0,0,0,19.177,,,,,,,,,,,,,
02/03/2019 17:00,02/03/2019 22:30,0,0,0,18.678,,,,,,,,,,,,,
02/03/2019 18:00,02/03/2019 23:30,0,0,0,17.992,,,,,,,,,,,,,
02/03/2019 19:00,03/03/2019 00:30,0,0,0,17.164,,,,,,,,,,,,,
02/03/2019 20:00,03/03/2019 01:30,0,0,0,16.279,,,,,,,,,,,,,
02/03/2019 21:00,03/03/2019 02:30,0,0,0,15.651,,,,,,,,,,,,,
02/03/2019 22:00,03/03/2019 03:30,0,0,0,15.153,,,,,,,,,,,,,
02/03/2019 23:00,03/03/2019 04:30,0,0,0,14.879,,,,,,,,,,,,,
03/03/2019 00:00,03/03/2019 05:30,0.002,0.001,0.008,14.616,,,,,,,,,,,,,
03/03/2019 01:00,03/03/2019 06:30,0.15,0.101,0.08,16.389,,,,,,,,,,,,,
03/03/2019 02:00,03/03/2019 07:30,0.368,0.325,0.11,19.743,,,,,,,,,,,,,
03/03/2019 03:00,03/03/2019 08:30,0.547,0.557,0.118,23.254,,,,,,,,,,,,,
03/03/2019 04:00,03/03/2019 09:30,0.649,0.696,0.137,25.679,,,,,,,,,,,,,
03/03/2019 05:00,03/03/2019 10:30,0.677,0.715,0.17,27.281,,,,,,,,,,,,,
03/03/2019 06:00,03/03/2019 11:30,0.681,0.714,0.182,28.417,,,,,,,,,,,,,
03/03/2019 07:00,03/03/2019 12:30,0.666,0.713,0.164,29.201,,,,,,,,,,,,,
03/03/2019 08:00,03/03/2019 13:30,0.605,0.64,0.144,29.514,,,,,,,,,,,,,
03/03/2019 09:00,03/03/2019 14:30,0.447,0.404,0.156,29.204,,,,,,,,,,,,,
03/03/2019 10:00,03/03/2019 15:30,0.218,0.119,0.151,28.164,,,,,,,,,,,,,
03/03/2019 11:00,03/03/2019 16:30,0.066,0.026,0.066,25.974,,,,,,,,,,,,,
03/03/2019 12:00,03/03/2019 17:30,0,0,0.001,22.785,,,,,,,,,,,,,
03/03/2019 13:00,03/03/2019 18:30,0,0,0,21.608,,,,,,,,,,,,,
03/03/2019 14:00,03/03/2019 19:30,0,0,0,20.947,,,,,,,,,,,,,
03/03/2019 15:00,03/03/2019 20:30,0,0,0,20.492,,,,,,,,,,,,,
03/03/2019 16:00,03/03/2019 21:30,0,0,0,20.141,,,,,,,,,,,,,
03/03/2019 17:00,03/03/2019 22:30,0,0,0,19.844,,,,,,,,,,,,,
03/03/2019 18:00,03/03/2019 23:30,0,0,0,19.512,,,,,,,,,,,,,
03/03/2019 19:00,04/03/2019 00:30,0,0,0,18.967,,,,,,,,,,,,,
03/03/2019 20:00,04/03/2019 01:30,0,0,0,18.329,,,,,,,,,,,,,
03/03/2019 21:00,04/03/2019 02:30,0,0,0,17.854,,,,,,,,,,,,,
03/03/2019 22:00,04/03/2019 03:30,0,0,0,17.553,,,,,,,,,,,,,
03/03/2019 23:00,04/03/2019 04:30,0,0,0,17.417,,,,,,,,,,,,,
04/03/2019 00:00,04/03/2019 05:30,0,0,0.005,17.187,,,,,,,,,,,,,
04/03/2019 01:00,04/03/2019 06:30,0.078,0.019,0.084,18.682,,,,,,,,,,,,,
04/03/2019 02:00,04/03/2019 07:30,0.269,0.139,0.18,20.907,,,,,,,,,,,,,
04/03/2019 03:00,04/03/2019 08:30,0.465,0.369,0.2,24.581,,,,,,,,,,,,,
04/03/2019 04:00,04/03/2019 09:30,0.585,0.536,0.208,27.015,,,,,,,,,,,,,
04/03/2019 05:00,04/03/2019 10:30,0.659,0.653,0.209,28.53,,,,,,,,,,,,,
04/03/2019 06:00,04/03/2019 11:30,0.66,0.645,0.224,29.519,,,,,,,,,,,,,
04/03/2019 07:00,04/03/2019 12:30,0.613,0.564,0.237,30.138,,,,,,,,,,,,,
04/03/2019 08:00,04/03/2019 13:30,0.497,0.375,0.257,30.209,,,,,,,,,,,,,
04/03/2019 09:00,04/03/2019 14:30,0.324,0.157,0.245,29.811,,,,,,,,,,,,,
04/03/2019 10:00,04/03/2019 15:30,0.165,0.047,0.162,29.115,,,,,,,,,,,,,
04/03/2019 11:00,04/03/2019 16:30,0.042,0.008,0.057,26.812,,,,,,,,,,,,,
04/03/2019 12:00,04/03/2019 17:30,0,0,0.001,24.157,,,,,,,,,,,,,
04/03/2019 13:00,04/03/2019 18:30,0,0,0,23.373,,,,,,,,,,,,,
04/03/2019 14:00,04/03/2019 19:30,0,0,0,22.545,,,,,,,,,,,,,
04/03/2019 15:00,04/03/2019 20:30,0,0,0,21.643,,,,,,,,,,,,,
04/03/2019 16:00,04/03/2019 21:30,0,0,0,20.575,,,,,,,,,,,,,
04/03/2019 17:00,04/03/2019 22:30,0,0,0,19.736,,,,,,,,,,,,,
04/03/2019 18:00,04/03/2019 23:30,0,0,0,19.005,,,,,,,,,,,,,
04/03/2019 19:00,05/03/2019 00:30,0,0,0,18.482,,,,,,,,,,,,,
04/03/2019 20:00,05/03/2019 01:30,0,0,0,17.977,,,,,,,,,,,,,
04/03/2019 21:00,05/03/2019 02:30,0,0,0,17.819,,,,,,,,,,,,,
04/03/2019 22:00,05/03/2019 03:30,0,0,0,17.945,,,,,,,,,,,,,
04/03/2019 23:00,05/03/2019 04:30,0,0,0,17.926,,,,,,,,,,,,,
05/03/2019 00:00,05/03/2019 05:30,0,0,0.005,17.744,,,,,,,,,,,,,
05/03/2019 01:00,05/03/2019 06:30,0.054,0.006,0.069,18.72,,,,,,,,,,,,,
05/03/2019 02:00,05/03/2019 07:30,0.16,0.027,0.169,20.398,,,,,,,,,,,,,
05/03/2019 03:00,05/03/2019 08:30,0.308,0.094,0.277,23.268,,,,,,,,,,,,,
05/03/2019 04:00,05/03/2019 09:30,0.41,0.163,0.338,25.262,,,,,,,,,,,,,
05/03/2019 05:00,05/03/2019 10:30,0.481,0.226,0.371,26.477,,,,,,,,,,,,,
05/03/2019 06:00,05/03/2019 11:30,0.501,0.246,0.38,27.272,,,,,,,,,,,,,
05/03/2019 07:00,05/03/2019 12:30,0.443,0.183,0.367,27.574,,,,,,,,,,,,,
05/03/2019 08:00,05/03/2019 13:30,0.406,0.177,0.325,27.823,,,,,,,,,,,,,
05/03/2019 09:00,05/03/2019 14:30,0.336,0.154,0.259,27.849,,,,,,,,,,,,,
05/03/2019 10:00,05/03/2019 15:30,0.205,0.078,0.176,27.395,,,,,,,,,,,,,
05/03/2019 11:00,05/03/2019 16:30,0.055,0.012,0.067,25.651,,,,,,,,,,,,,
05/03/2019 12:00,05/03/2019 17:30,0,0,0.001,23.361,,,,,,,,,,,,,
05/03/2019 13:00,05/03/2019 18:30,0,0,0,22.801,,,,,,,,,,,,,
05/03/2019 14:00,05/03/2019 19:30,0,0,0,22.083,,,,,,,,,,,,,
05/03/2019 15:00,05/03/2019 20:30,0,0,0,21.506,,,,,,,,,,,,,
05/03/2019 16:00,05/03/2019 21:30,0,0,0,20.893,,,,,,,,,,,,,
05/03/2019 17:00,05/03/2019 22:30,0,0,0,20.325,,,,,,,,,,,,,
05/03/2019 18:00,05/03/2019 23:30,0,0,0,19.72,,,,,,,,,,,,,
05/03/2019 19:00,06/03/2019 00:30,0,0,0,19.053,,,,,,,,,,,,,
05/03/2019 20:00,06/03/2019 01:30,0,0,0,18.279,,,,,,,,,,,,,
05/03/2019 21:00,06/03/2019 02:30,0,0,0,17.39,,,,,,,,,,,,,
05/03/2019 22:00,06/03/2019 03:30,0,0,0,16.635,,,,,,,,,,,,,
05/03/2019 23:00,06/03/2019 04:30,0,0,0,16.068,,,,,,,,,,,,,
06/03/2019 00:00,06/03/2019 05:30,0.002,0.001,0.009,15.808,,,,,,,,,,,,,
06/03/2019 01:00,06/03/2019 06:30,0.142,0.089,0.084,17.843,,,,,,,,,,,,,
06/03/2019 02:00,06/03/2019 07:30,0.371,0.333,0.108,21.372,,,,,,,,,,,,,
06/03/2019 03:00,06/03/2019 08:30,0.544,0.562,0.116,24.768,,,,,,,,,,,,,
06/03/2019 04:00,06/03/2019 09:30,0.668,0.75,0.118,26.669,,,,,,,,,,,,,
06/03/2019 05:00,06/03/2019 10:30,0.735,0.862,0.121,28.174,,,,,,,,,,,,,
06/03/2019 06:00,06/03/2019 11:30,0.73,0.845,0.136,29.159,,,,,,,,,,,,,
06/03/2019 07:00,06/03/2019 12:30,0.682,0.759,0.146,29.688,,,,,,,,,,,,,
06/03/2019 08:00,06/03/2019 13:30,0.611,0.661,0.135,29.897,,,,,,,,,,,,,
06/03/2019 09:00,06/03/2019 14:30,0.476,0.47,0.129,29.565,,,,,,,,,,,,,
06/03/2019 10:00,06/03/2019 15:30,0.286,0.232,0.121,28.618,,,,,,,,,,,,,
06/03/2019 11:00,06/03/2019 16:30,0.077,0.037,0.068,26.272,,,,,,,,,,,,,
06/03/2019 12:00,06/03/2019 17:30,0,0,0.002,22.418,,,,,,,,,,,,,
06/03/2019 13:00,06/03/2019 18:30,0,0,0,21.069,,,,,,,,,,,,,
06/03/2019 14:00,06/03/2019 19:30,0,0,0,20.045,,,,,,,,,,,,,
06/03/2019 15:00,06/03/2019 20:30,0,0,0,19.01,,,,,,,,,,,,,
06/03/2019 16:00,06/03/2019 21:30,0,0,0,18.05,,,,,,,,,,,,,
06/03/2019 17:00,06/03/2019 22:30,0,0,0,17.176,,,,,,,,,,,,,
06/03/2019 18:00,06/03/2019 23:30,0,0,0,16.327,,,,,,,,,,,,,
06/03/2019 19:00,07/03/2019 00:30,0,0,0,15.556,,,,,,,,,,,,,
06/03/2019 20:00,07/03/2019 01:30,0,0,0,14.899,,,,,,,,,,,,,
06/03/2019 21:00,07/03/2019 02:30,0,0,0,14.301,,,,,,,,,,,,,
06/03/2019 22:00,07/03/2019 03:30,0,0,0,13.796,,,,,,,,,,,,,
06/03/2019 23:00,07/03/2019 04:30,0,0,0,13.372,,,,,,,,,,,,,
07/03/2019 00:00,07/03/2019 05:30,0.003,0.002,0.009,13.21,,,,,,,,,,,,,
07/03/2019 01:00,07/03/2019 06:30,0.163,0.119,0.075,16.085,,,,,,,,,,,,,
07/03/2019 02:00,07/03/2019 07:30,0.388,0.367,0.093,19.856,,,,,,,,,,,,,
07/03/2019 03:00,07/03/2019 08:30,0.567,0.609,0.096,23.612,,,,,,,,,,,,,
07/03/2019 04:00,07/03/2019 09:30,0.689,0.795,0.099,25.805,,,,,,,,,,,,,
07/03/2019 05:00,07/03/2019 10:30,0.754,0.909,0.101,27.477,,,,,,,,,,,,,
07/03/2019 06:00,07/03/2019 11:30,0.779,0.964,0.096,28.704,,,,,,,,,,,,,
07/03/2019 07:00,07/03/2019 12:30,0.745,0.911,0.095,29.356,,,,,,,,,,,,,
07/03/2019 08:00,07/03/2019 13:30,0.661,0.779,0.092,29.487,,,,,,,,,,,,,
07/03/2019 09:00,07/03/2019 14:30,0.525,0.58,0.088,29.157,,,,,,,,,,,,,
07/03/2019 10:00,07/03/2019 15:30,0.335,0.33,0.082,28.257,,,,,,,,,,,,,
07/03/2019 11:00,07/03/2019 16:30,0.11,0.084,0.059,25.751,,,,,,,,,,,,,
07/03/2019 12:00,07/03/2019 17:30,0,0,0.002,21.553,,,,,,,,,,,,,
07/03/2019 13:00,07/03/2019 18:30,0,0,0,20.328,,,,,,,,,,,,,
07/03/2019 14:00,07/03/2019 19:30,0,0,0,19.409,,,,,,,,,,,,,
07/03/2019 15:00,07/03/2019 20:30,0,0,0,18.492,,,,,,,,,,,,,
07/03/2019 16:00,07/03/2019 21:30,0,0,0,17.665,,,,,,,,,,,,,
07/03/2019 17:00,07/03/2019 22:30,0,0,0,16.606,,,,,,,,,,,,,
07/03/2019 18:00,07/03/2019 23:30,0,0,0,15.514,,,,,,,,,,,,,
07/03/2019 19:00,08/03/2019 00:30,0,0,0,14.903,,,,,,,,,,,,,
07/03/2019 20:00,08/03/2019 01:30,0,0,0,14.499,,,,,,,,,,,,,
07/03/2019 21:00,08/03/2019 02:30,0,0,0,14.103,,,,,,,,,,,,,
07/03/2019 22:00,08/03/2019 03:30,0,0,0,13.676,,,,,,,,,,,,,
07/03/2019 23:00,08/03/2019 04:30,0,0,0,13.259,,,,,,,,,,,,,
08/03/2019 00:00,08/03/2019 05:30,0.004,0.004,0.01,13.068,,,,,,,,,,,,,
08/03/2019 01:00,08/03/2019 06:30,0.188,0.161,0.061,16.664,,,,,,,,,,,,,
08/03/2019 02:00,08/03/2019 07:30,0.417,0.424,0.072,20.598,,,,,,,,,,,,,
08/03/2019 03:00,08/03/2019 08:30,0.593,0.668,0.076,24.427,,,,,,,,,,,,,
08/03/2019 04:00,08/03/2019 09:30,0.711,0.851,0.081,26.435,,,,,,,,,,,,,
08/03/2019 05:00,08/03/2019 10:30,0.774,0.961,0.085,27.947,,,,,,,,,,,,,
08/03/2019 06:00,08/03/2019 11:30,0.788,0.992,0.086,29.064,,,,,,,,,,,,,
08/03/2019 07:00,08/03/2019 12:30,0.753,0.937,0.086,29.764,,,,,,,,,,,,,
08/03/2019 08:00,08/03/2019 13:30,0.67,0.804,0.083,29.999,,,,,,,,,,,,,
08/03/2019 09:00,08/03/2019 14:30,0.534,0.602,0.079,29.737,,,,,,,,,,,,,
08/03/2019 10:00,08/03/2019 15:30,0.344,0.352,0.073,28.873,,,,,,,,,,,,,
08/03/2019 11:00,08/03/2019 16:30,0.118,0.097,0.055,26.078,,,,,,,,,,,,,
08/03/2019 12:00,08/03/2019 17:30,0,0,0.002,21.511,,,,,,,,,,,,,
08/03/2019 13:00,08/03/2019 18:30,0,0,0,20.142,,,,,,,,,,,,,
08/03/2019 14:00,08/03/2019 19:30,0,0,0,18.926,,,,,,,,,,,,,
08/03/2019 15:00,08/03/2019 20:30,0,0,0,17.823,,,,,,,,,,,,,
08/03/2019 16:00,08/03/2019 21:30,0,0,0,17.013,,,,,,,,,,,,,
08/03/2019 17:00,08/03/2019 22:30,0,0,0,16.385,,,,,,,,,,,,,
08/03/2019 18:00,08/03/2019 23:30,0,0,0,15.871,,,,,,,,,,,,,
08/03/2019 19:00,09/03/2019 00:30,0,0,0,15.413,,,,,,,,,,,,,
08/03/2019 20:00,09/03/2019 01:30,0,0,0,15.154,,,,,,,,,,,,,
08/03/2019 21:00,09/03/2019 02:30,0,0,0,14.944,,,,,,,,,,,,,
08/03/2019 22:00,09/03/2019 03:30,0,0,0,14.82,,,,,,,,,,,,,
08/03/2019 23:00,09/03/2019 04:30,0,0,0,14.776,,,,,,,,,,,,,
09/03/2019 00:00,09/03/2019 05:30,0.004,0.003,0.01,14.944,,,,,,,,,,,,,
09/03/2019 01:00,09/03/2019 06:30,0.177,0.143,0.069,18.241,,,,,,,,,,,,,
09/03/2019 02:00,09/03/2019 07:30,0.401,0.398,0.083,22.328,,,,,,,,,,,,,
09/03/2019 03:00,09/03/2019 08:30,0.573,0.636,0.089,26.524,,,,,,,,,,,,,
09/03/2019 04:00,09/03/2019 09:30,0.689,0.817,0.094,28.791,,,,,,,,,,,,,
09/03/2019 05:00,09/03/2019 10:30,0.751,0.927,0.097,30.308,,,,,,,,,,,,,
09/03/2019 06:00,09/03/2019 11:30,0.768,0.961,0.097,31.319,,,,,,,,,,,,,
09/03/2019 07:00,09/03/2019 12:30,0.733,0.905,0.098,31.893,,,,,,,,,,,,,
09/03/2019 08:00,09/03/2019 13:30,0.648,0.766,0.097,31.989,,,,,,,,,,,,,
09/03/2019 09:00,09/03/2019 14:30,0.506,0.551,0.098,31.601,,,,,,,,,,,,,
09/03/2019 10:00,09/03/2019 15:30,0.315,0.296,0.096,30.698,,,,,,,,,,,,,
09/03/2019 11:00,09/03/2019 16:30,0.096,0.06,0.067,27.858,,,,,,,,,,,,,
09/03/2019 12:00,09/03/2019 17:30,0,0,0.002,23.907,,,,,,,,,,,,,
09/03/2019 13:00,09/03/2019 18:30,0,0,0,22.774,,,,,,,,,,,,,
09/03/2019 14:00,09/03/2019 19:30,0,0,0,21.746,,,,,,,,,,,,,
09/03/2019 15:00,09/03/2019 20:30,0,0,0,20.745,,,,,,,,,,,,,
09/03/2019 16:00,09/03/2019 21:30,0,0,0,19.998,,,,,,,,,,,,,
09/03/2019 17:00,09/03/2019 22:30,0,0,0,19.559,,,,,,,,,,,,,
09/03/2019 18:00,09/03/2019 23:30,0,0,0,19.231,,,,,,,,,,,,,
09/03/2019 19:00,10/03/2019 00:30,0,0,0,18.851,,,,,,,,,,,,,
09/03/2019 20:00,10/03/2019 01:30,0,0,0,18.515,,,,,,,,,,,,,
09/03/2019 21:00,10/03/2019 02:30,0,0,0,18.159,,,,,,,,,,,,,
09/03/2019 22:00,10/03/2019 03:30,0,0,0,17.805,,,,,,,,,,,,,
09/03/2019 23:00,10/03/2019 04:30,0,0,0,17.658,,,,,,,,,,,,,
10/03/2019 00:00,10/03/2019 05:30,0.004,0.002,0.011,17.69,,,,,,,,,,,,,
10/03/2019 01:00,10/03/2019 06:30,0.152,0.101,0.084,19.255,,,,,,,,,,,,,
10/03/2019 02:00,10/03/2019 07:30,0.371,0.336,0.108,22.36,,,,,,,,,,,,,
10/03/2019 03:00,10/03/2019 08:30,0.544,0.572,0.113,26.651,,,,,,,,,,,,,
10/03/2019 04:00,10/03/2019 09:30,0.661,0.755,0.116,29.411,,,,,,,,,,,,,
10/03/2019 05:00,10/03/2019 10:30,0.725,0.865,0.119,31.127,,,,,,,,,,,,,
10/03/2019 06:00,10/03/2019 11:30,0.741,0.9,0.119,32.309,,,,,,,,,,,,,
10/03/2019 07:00,10/03/2019 12:30,0.707,0.848,0.118,32.992,,,,,,,,,,,,,
10/03/2019 08:00,10/03/2019 13:30,0.625,0.717,0.116,33.166,,,,,,,,,,,,,
10/03/2019 09:00,10/03/2019 14:30,0.492,0.521,0.112,32.801,,,,,,,,,,,,,
10/03/2019 10:00,10/03/2019 15:30,0.299,0.266,0.109,31.895,,,,,,,,,,,,,
10/03/2019 11:00,10/03/2019 16:30,0.101,0.066,0.068,29.184,,,,,,,,,,,,,
10/03/2019 12:00,10/03/2019 17:30,0,0,0.002,24.964,,,,,,,,,,,,,
10/03/2019 13:00,10/03/2019 18:30,0,0,0,23.769,,,,,,,,,,,,,
10/03/2019 14:00,10/03/2019 19:30,0,0,0,22.721,,,,,,,,,,,,,
10/03/2019 15:00,10/03/2019 20:30,0,0,0,21.775,,,,,,,,,,,,,
10/03/2019 16:00,10/03/2019 21:30,0,0,0,20.396,,,,,,,,,,,,,
10/03/2019 17:00,10/03/2019 22:30,0,0,0,19.334,,,,,,,,,,,,,
10/03/2019 18:00,10/03/2019 23:30,0,0,0,18.599,,,,,,,,,,,,,
10/03/2019 19:00,11/03/2019 00:30,0,0,0,18.004,,,,,,,,,,,,,
10/03/2019 20:00,11/03/2019 01:30,0,0,0,17.458,,,,,,,,,,,,,
10/03/2019 21:00,11/03/2019 02:30,0,0,0,16.952,,,,,,,,,,,,,
10/03/2019 22:00,11/03/2019 03:30,0,0,0,16.511,,,,,,,,,,,,,
10/03/2019 23:00,11/03/2019 04:30,0,0,0,16.164,,,,,,,,,,,,,
11/03/2019 00:00,11/03/2019 05:30,0.005,0.003,0.011,16.125,,,,,,,,,,,,,
11/03/2019 01:00,11/03/2019 06:30,0.175,0.139,0.073,19.842,,,,,,,,,,,,,
11/03/2019 02:00,11/03/2019 07:30,0.396,0.39,0.088,23.688,,,,,,,,,,,,,
11/03/2019 03:00,11/03/2019 08:30,0.564,0.625,0.094,28.319,,,,,,,,,,,,,
11/03/2019 04:00,11/03/2019 09:30,0.677,0.804,0.1,30.825,,,,,,,,,,,,,
11/03/2019 05:00,11/03/2019 10:30,0.738,0.911,0.104,32.596,,,,,,,,,,,,,
11/03/2019 06:00,11/03/2019 11:30,0.745,0.927,0.109,33.761,,,,,,,,,,,,,
11/03/2019 07:00,11/03/2019 12:30,0.711,0.873,0.11,34.399,,,,,,,,,,,,,
11/03/2019 08:00,11/03/2019 13:30,0.63,0.739,0.108,34.468,,,,,,,,,,,,,
11/03/2019 09:00,11/03/2019 14:30,0.49,0.526,0.109,33.996,,,,,,,,,,,,,
11/03/2019 10:00,11/03/2019 15:30,0.304,0.276,0.107,32.978,,,,,,,,,,,,,
11/03/2019 11:00,11/03/2019 16:30,0.081,0.039,0.072,30.201,,,,,,,,,,,,,
11/03/2019 12:00,11/03/2019 17:30,0,0,0.002,26.372,,,,,,,,,,,,,
11/03/2019 13:00,11/03/2019 18:30,0,0,0,25.308,,,,,,,,,,,,,
11/03/2019 14:00,11/03/2019 19:30,0,0,0,24.435,,,,,,,,,,,,,
11/03/2019 15:00,11/03/2019 20:30,0,0,0,23.432,,,,,,,,,,,,,
11/03/2019 16:00,11/03/2019 21:30,0,0,0,22.524,,,,,,,,,,,,,
11/03/2019 17:00,11/03/2019 22:30,0,0,0,21.849,,,,,,,,,,,,,
11/03/2019 18:00,11/03/2019 23:30,0,0,0,21.234,,,,,,,,,,,,,
11/03/2019 19:00,12/03/2019 00:30,0,0,0,20.457,,,,,,,,,,,,,
11/03/2019 20:00,12/03/2019 01:30,0,0,0,19.71,,,,,,,,,,,,,
11/03/2019 21:00,12/03/2019 02:30,0,0,0,19.158,,,,,,,,,,,,,
11/03/2019 22:00,12/03/2019 03:30,0,0,0,18.708,,,,,,,,,,,,,
11/03/2019 23:00,12/03/2019 04:30,0,0,0,18.327,,,,,,,,,,,,,
12/03/2019 00:00,12/03/2019 05:30,0.004,0.002,0.012,18.224,,,,,,,,,,,,,
12/03/2019 01:00,12/03/2019 06:30,0.158,0.108,0.085,21.339,,,,,,,,,,,,,
12/03/2019 02:00,12/03/2019 07:30,0.372,0.343,0.109,24.852,,,,,,,,,,,,,
12/03/2019 03:00,12/03/2019 08:30,0.54,0.576,0.115,29.708,,,,,,,,,,,,,
12/03/2019 04:00,12/03/2019 09:30,0.654,0.756,0.119,32.364,,,,,,,,,,,,,
12/03/2019 05:00,12/03/2019 10:30,0.716,0.864,0.123,33.93,,,,,,,,,,,,,
12/03/2019 06:00,12/03/2019 11:30,0.719,0.864,0.134,34.831,,,,,,,,,,,,,
12/03/2019 07:00,12/03/2019 12:30,0.683,0.802,0.137,35.226,,,,,,,,,,,,,
12/03/2019 08:00,12/03/2019 13:30,0.595,0.654,0.143,35.158,,,,,,,,,,,,,
12/03/2019 09:00,12/03/2019 14:30,0.434,0.396,0.162,34.542,,,,,,,,,,,,,
12/03/2019 10:00,12/03/2019 15:30,0.246,0.161,0.15,33.491,,,,,,,,,,,,,
12/03/2019 11:00,12/03/2019 16:30,0.072,0.027,0.074,30.786,,,,,,,,,,,,,
12/03/2019 12:00,12/03/2019 17:30,0,0,0.003,27.128,,,,,,,,,,,,,
12/03/2019 13:00,12/03/2019 18:30,0,0,0,26.045,,,,,,,,,,,,,
12/03/2019 14:00,12/03/2019 19:30,0,0,0,25.299,,,,,,,,,,,,,
12/03/2019 15:00,12/03/2019 20:30,0,0,0,24.354,,,,,,,,,,,,,
12/03/2019 16:00,12/03/2019 21:30,0,0,0,23.249,,,,,,,,,,,,,
12/03/2019 17:00,12/03/2019 22:30,0,0,0,22.524,,,,,,,,,,,,,
12/03/2019 18:00,12/03/2019 23:30,0,0,0,21.773,,,,,,,,,,,,,
