"","Maximum","Mean","Median"
0,1211.37,312.157950152207,258.506666666667
1,1470.24975525677,490.961599564433,410.339517550973
2,2393.71076811916,789.010594719337,702.220300812104
3,3115.97936030582,1182.5167238607,1098.16259700146
4,4271.98761642805,1628.38391394099,1486.57661601323
5,5350.63306981879,2063.64344304667,1953.02202216742
6,6635.92022628677,2567.80328537478,2442.25148236087
7,7332.66480933623,2918.60065662211,2777.65832329632
8,8417.16872115341,3135.45761489764,3028.58866252786
9,8747.05118085191,3248.12078956747,3105.07326533392
