"","Domestic","Commercial","Public"
0,117.5,66.2333333333333,0
1,141.183333333333,82.9299999999999,0
2,145.283333333333,79.3666666666668,0
3,132.35,46.4866666666666,0
4,122.383333333333,5.64,0
5,131.183333333333,28.12,0
6,97.2,27.6,0
7,61.9666666666666,70.4499999999998,0
8,74.4833333333333,58.1933333333335,0
9,100.983333333333,110.416666666667,0
10,195.433333333333,71.2233333333333,0
11,258.95,35.4466666666666,0
12,275.2,0.35,0
13,233.266666666667,140.423333333333,0
14,257.733333333333,132.243333333333,0
15,241.866666666667,231.56,0
16,237.833333333333,311.246666666667,0
17,404.8,360.25,0
18,399.5,331.35,0
19,384.35,277.936666666667,0
20,399.633333333333,300.81,0
21,447.15,175.406666666666,0
22,396.666666666667,143.213333333333,0
23,317.15,119.96,0
24,117.5,54.64,0
25,141.183333333333,6.62666666666664,0
26,145.283333333333,3.22666666666669,0
27,132.35,0,0
28,122.383333333333,0.70666666666666,0
29,131.183333333333,0,0
30,97.2,0.186666666666667,0
31,61.9666666666666,6.19666666666666,0
32,74.4833333333333,5.72,0
33,100.983333333333,17.84,0
34,195.433333333333,27.5066666666667,0
35,258.95,95.4400000000001,0
36,275.2,23.62,0
37,233.266666666667,19.04,0
38,257.733333333333,180.766666666667,0
39,241.866666666667,329.833333333333,0
40,237.833333333333,176.046666666666,0
41,404.8,135.656666666667,0
42,399.5,214.643333333333,0
43,384.35,261.036666666667,0
44,399.633333333333,301.013333333333,0
45,447.15,179.403333333333,0
46,396.666666666667,93.8400000000001,0
47,317.15,57.96,0
48,117.5,28.7866666666666,0
49,141.183333333333,0.666666666666668,0
50,145.283333333333,0.72,0
51,132.35,0.32,0
52,122.383333333333,4.93333333333334,0
53,131.183333333333,6.4,0
54,97.2,0.213333333333334,0
55,61.9666666666666,46.1233333333334,0
56,74.4833333333333,51.0666666666667,0
57,100.983333333333,42.3633333333333,0
58,195.433333333333,41.6733333333334,0
59,258.95,21.3566666666666,0
60,275.2,39.74,0
61,233.266666666667,61.3866666666666,0
62,257.733333333333,111.426666666667,0
63,241.866666666667,109.996666666667,0
64,237.833333333333,267.88,0
65,404.8,281.45,0
66,399.5,254.769999999999,0
67,384.35,344.44,0
68,399.633333333333,308.856666666667,0
69,447.15,206.41,0
70,396.666666666667,115.423333333333,0
71,317.15,30.3333333333333,0
72,117.5,26.3533333333333,0
73,141.183333333333,28.4366666666666,0
74,145.283333333333,20.7833333333333,0
75,132.35,27.94,0
76,122.383333333333,41.1,0
77,131.183333333333,14.02,0
78,97.2,2.73000000000001,0
79,61.9666666666666,10.6,0
80,74.4833333333333,9.59333333333334,0
81,100.983333333333,21.3233333333333,0
82,195.433333333333,20.2366666666666,0
83,258.95,48.7466666666666,0
84,275.2,46.3133333333335,0
85,233.266666666667,53.4333333333335,0
86,257.733333333333,53.2266666666666,0
87,241.866666666667,123.546666666667,0
88,237.833333333333,112.536666666667,0
89,404.8,42.5133333333333,0
90,399.5,83.9733333333333,0
91,384.35,140.586666666667,0
92,399.633333333333,154.566666666667,0
93,447.15,79.2333333333335,0
94,396.666666666667,58.1400000000001,0
95,317.15,56.76,0
96,133.333333333333,4.13333333333332,0
97,164.666666666667,0,0
98,162.616666666667,1.91666666666667,0
99,125.833333333333,1.91666666666667,0
100,122.666666666667,8,0
101,124.366666666667,0.0266666666666666,0
102,113.5,2.28,0
103,142.7,7.29333333333332,0
104,173.033333333333,18.7866666666667,0
105,223.983333333333,27.5866666666667,0
106,263.9,25.76,0
107,208.6,69.8466666666667,0
108,137.816666666667,78.5299999999998,0
109,110.266666666667,184.56,0
110,100.016666666667,179.333333333333,0
111,114.116666666667,169.736666666666,0
112,194.083333333333,223.48,0
113,209.616666666667,216.656666666667,0
114,318.95,233.536666666667,0
115,307.216666666667,98.6433333333333,0
116,320.466666666667,223.873333333333,0
117,361.633333333333,113.673333333333,0
118,390.8,163.406666666667,0
119,230.366666666667,8.36666666666665,0
120,133.333333333333,6.61666666666666,0
121,164.666666666667,4.6,0
122,162.616666666667,15.15,0
123,125.833333333333,6.11666666666667,0
124,122.666666666667,11.7833333333334,0
125,124.366666666667,23.7666666666667,0
126,113.5,5.88333333333334,0
127,142.7,19.17,0
128,173.033333333333,83.6466666666668,0
129,223.983333333333,186.16,0
130,263.9,47.4133333333333,0
131,208.6,42.2866666666667,0
132,137.816666666667,53.27,0
133,110.266666666667,40.4333333333334,0
134,100.016666666667,56.96,0
135,114.116666666667,112.206666666667,0
136,194.083333333333,151.283333333333,0
137,209.616666666667,24.3333333333333,0
138,318.95,82.9933333333334,0
139,307.216666666667,165.07,0
140,320.466666666667,287.666666666667,0
141,361.633333333333,68.9733333333335,0
142,390.8,121.733333333333,0
143,230.366666666667,114.506666666667,0
144,117.5,27.6533333333334,0
145,141.183333333333,21.1433333333334,0
146,145.283333333333,14.4666666666666,0
147,132.35,6.68666666666668,0
148,122.383333333333,14.38,0
149,131.183333333333,43.3266666666667,0
150,97.2,14.6766666666667,0
151,61.9666666666666,18.07,0
152,74.4833333333333,80.51,0
153,100.983333333333,103.4,0
154,195.433333333333,149.11,0
155,258.95,171.846666666667,0
156,275.2,236.703333333333,0
157,233.266666666667,292.433333333334,0
158,257.733333333333,280.103333333333,0
159,241.866666666667,264.93,0
160,237.833333333333,118.243333333333,0
161,404.8,114.866666666667,0
162,399.5,151.956666666667,0
163,384.35,171.03,0
164,399.633333333333,216.103333333333,0
165,447.15,156.5,0
166,396.666666666667,125.86,0
167,317.15,38.2266666666666,0
168,117.5,22.2566666666666,0
169,141.183333333333,21.3433333333333,0
170,145.283333333333,20.9533333333333,0
171,132.35,19.7466666666667,0
172,122.383333333333,16.8366666666667,0
173,131.183333333333,22.3833333333334,0
174,97.2,14.6166666666667,0
175,61.9666666666666,15.4533333333333,0
176,74.4833333333333,15.73,0
177,100.983333333333,44.25,0
178,195.433333333333,51.35,0
179,258.95,61.6,0
180,275.2,46.9566666666666,0
181,233.266666666667,84.0066666666666,0
182,257.733333333333,120.293333333334,0
183,241.866666666667,224.393333333333,0
184,237.833333333333,41.0999999999999,0
185,404.8,56.7566666666667,0
186,399.5,110.673333333333,0
187,384.35,114.456666666667,0
188,399.633333333333,119.326666666667,0
189,447.15,71.1066666666667,0
190,396.666666666667,23.7266666666667,0
191,317.15,47.02,0
192,117.5,30.3266666666666,0
193,141.183333333333,23.46,0
194,145.283333333333,16.4733333333333,0
195,132.35,24.45,0
196,122.383333333333,18.8,0
197,131.183333333333,38.8466666666667,0
198,97.2,50.1166666666667,0
199,61.9666666666666,65.1099999999999,0
200,74.4833333333333,26.6,0
201,100.983333333333,67.2633333333334,0
202,195.433333333333,103.723333333333,0
203,258.95,368.383333333334,0
204,275.2,176.196666666667,0
205,233.266666666667,291.02,0
206,257.733333333333,200.066666666667,0
207,241.866666666667,377.266666666667,0
208,237.833333333333,270.73,0
209,404.8,138.076666666667,0
210,399.5,135.616666666667,0
211,384.35,212.2,0
212,399.633333333333,718.103333333332,0
213,447.15,220.4,0
214,396.666666666667,139.783333333334,0
215,317.15,104.053333333333,0
216,117.5,56.5233333333335,0
217,141.183333333333,56.36,0
218,145.283333333333,15.3866666666667,0
219,132.35,20.19,0
220,122.383333333333,19.73,0
221,131.183333333333,19.55,0
222,97.2,34.9666666666666,0
223,61.9666666666666,162.66,0
224,74.4833333333333,144.26,0
225,100.983333333333,273.326666666667,0
226,195.433333333333,53.0566666666667,0
227,258.95,22.2966666666667,0
228,275.2,49.8866666666668,0
229,233.266666666667,51.3433333333333,0
230,257.733333333333,138.043333333333,0
231,241.866666666667,183.62,0
232,237.833333333333,468.716666666668,0
233,404.8,228.123333333333,0
234,399.5,128.303333333333,0
235,384.35,201.186666666667,0
236,399.633333333333,289.49,0
237,447.15,136.186666666667,0
238,396.666666666667,18.7,0
239,317.15,15.0333333333333,0
240,117.5,828.073333333333,0
241,141.183333333333,2.5,0
242,145.283333333333,6.83333333333334,0
243,132.35,2.08333333333334,0
244,122.383333333333,8.66666666666666,0
245,131.183333333333,24.1666666666666,0
246,97.2,10.7933333333334,0
247,61.9666666666666,79.3466666666666,0
248,74.4833333333333,105.68,0
249,100.983333333333,7.86666666666665,0
250,195.433333333333,35.6966666666667,0
251,258.95,83.9300000000001,0
252,275.2,61.7966666666667,0
253,233.266666666667,232.056666666667,0
254,257.733333333333,505.410000000002,0
255,241.866666666667,225.833333333333,0
