"","Maximum","Mean","Median"
0,998.886666666665,234.044546423135,179.725
1,988.719999999998,298.030499619482,240.506666666667
2,1229.30333333333,425.751525114155,373.775
3,2005.06666666667,740.417837899543,681.358333333333
4,3205.11355463976,1231.62276679722,1159.84195403531
5,4440.37003804836,1727.66627533177,1655.5416864785
6,5317.50384720992,2125.16585625027,2038.55199905599
7,6456.82192667003,2632.09316049364,2584.2549851064
8,8028.63345233678,3350.69534072395,3240.52829446503
9,10657.6500660606,4444.90037979932,4001.65277828138
