"","Maximum","Mean","Median"
0,965.286666666665,240.113638888889,184.481666666667
1,963.853333333332,295.78026369863,246.913333333333
2,1222.51,427.513821537291,382.62
3,1984.9,748.620318873668,689.028333333333
4,3182.31,1177.9455129376,1107.71333333333
5,4223.16,1604.88821651446,1524.24333333333
6,5170.92666666667,1931.48315182648,1853.33666666667
7,5533.63666666667,2067.15798820396,1915.72833333333
8,5595.23666666667,2095.37848287671,1946.58666666667
9,5819.76,2151.38279414003,2033.21166666667
