"","Maximum","Mean","Median"
0,1879.29707624329,651.329356805029,617.708290072523
1,2888.41969149873,1118.35170539534,1082.78310410569
2,5215.5039245676,2007.85435119914,1925.15748136408
3,7645.44061741697,3110.64727533963,2870.70629123427
4,11368.2680109776,4521.57073541423,4268.88175419492
5,14601.2099509183,5895.64813265872,5863.27521591846
6,17130.7842531875,7019.06895888872,6924.54798596908
7,18412.1555902192,7905.34634772864,7766.93772992094
8,23059.253165137,8462.13411327572,8075.98178430321
9,23741.7674383727,8650.64506855121,8315.29777688167
