"","Maximum","Mean","Median"
0,1122.68666666667,347.44675152207,300.02
1,1770.72937574421,649.485876538159,599.251577553818
2,2944.56545247505,1110.48012708898,1054.49673257907
3,4930.18251401763,1799.31999195911,1711.25380038561
4,6209.77985340216,2623.79565044779,2544.25395189475
5,9047.40738258046,3739.14389164984,3512.43568230466
6,11837.1567783165,4964.07505625717,4702.64569091832
7,15019.0388981352,6151.5096711299,5984.48972306856
8,18192.2023484193,6969.0673586942,6723.39449370962
9,21149.7859304349,7656.99098215478,7394.69920087017
