"","Maximum","Mean","Median"
0,4679.08333333333,874.65852739726,123.533333333333
1,4710.58333333333,915.887283105023,166.75
2,4901.98333333333,1019.8602435312,293.266666666667
3,5119.95,1207.13837519026,532.483333333333
4,5711.62315453435,1534.42618469118,944.172612091623
5,6410.98005363994,1889.20784069478,1413.5422893059
6,6637.50189220874,2151.56153349368,1715.29562078182
7,6649.58130635393,2331.17537930729,1949.29144116576
8,7569.12876155887,2675.41916796985,2380.13187211286
9,7899.49131572564,3087.39181773287,2820.51310343378
